aplikasi,fold,text,true,pred,status
Tokopedia,4,Terry Putri RT RRR r ma Rufee diwee DC iy rrr r RT. dxDeddy Mizwar,netral,positif,SALAH
Tokopedia,4,mantap!!!,positif,positif,BENAR
Tokopedia,4,"Aplikasi Tokopedia sangat bagus,luar biasa",positif,positif,BENAR
Tokopedia,4,"pakai tokopedia seller sgt simpel, setelah gabung tiktok malah bikin bingung, info yg awalnya dipahami dgn mudah skrg dpt notif error terus, direfresh error,.....",netral,negatif,SALAH
Tokopedia,4,akun Tokopedia saya kena moderasi/gak bisa buka kembali deh 😭😭 apakah saya melanggar peraturan ya 🤔 caranya bisa buka kembali GImana ya? 🤔 mungkin gak bisa,netral,negatif,SALAH
Tokopedia,4,semoga menjadi toko online terpercaya dan perbanyak lagi progam progam terbaru dan promonya,netral,negatif,SALAH
Tokopedia,4,"tolong lah kak dibalikin tampilan yg dulu lagi, sekarang fiturnya membingungkan",netral,negatif,SALAH
Tokopedia,4,"sampai saat ini puas sekali,perbanyak bonus ya 👍👍👍",positif,negatif,SALAH
Tokopedia,4,sering keluar kaun mulu dah ngeselin anjir,negatif,negatif,BENAR
Tokopedia,4,buruk,negatif,positif,SALAH
Tokopedia,4,"Tokopedia jangan tutup deh,udah bagus",positif,positif,BENAR
Tokopedia,4,"Di platform ini ongkir terbilang sangat mahal, meskipun sudah pakai voucher gratis ongkir (nyatanya tidak gratis). Dan sekarang semenjak akuisisi TikTok Shop, Tokopedia Affiliate sudah tidak dihitung lagi ke dalam saldo affiliate, meskipun ada pembelian dengan link tersebut & melakukan koneksi dengan TikTok. Intinya semenjak itu Tokopedia sangat sampah, apalagi setelah PHK massal. Cukup kedua itu saja yang seharusnya diperbaiki (meskipun tidak akan pernah lagi).",negatif,negatif,BENAR
Tokopedia,4,aplikasi banyak bug dan berat. tidak jelas coba diperbaiki kalau mau naik bintangnya,negatif,negatif,BENAR
Tokopedia,4,bagus,positif,positif,BENAR
Tokopedia,4,aku Maucekout ngak bisa terus katanya ada kendala tapi sebelum sebelum bisa,netral,negatif,SALAH
Tokopedia,4,ok,positif,positif,BENAR
Tokopedia,4,mantap,positif,positif,BENAR
Tokopedia,4,knpa pengirimannya paket lelet sekali masa paket cod sj pesan pengirimannya mau 1bulan blom sampai juga status pengiramnya juga tdk apdet sm sekali,negatif,negatif,BENAR
Tokopedia,4,masak beli tasbih harga seratus ribu di kirim yg harga 8 ribu tolong toko pedia buat dzikir loh ini sek di tipu,negatif,negatif,BENAR
Tokopedia,4,sangat membantu,netral,positif,SALAH
Tokopedia,4,mudah dn murah,positif,positif,BENAR
Tokopedia,4,"gajelas ngasih promo gak jelas, gagal mulu tp gadikasih tau kenapanya kalo gak niat ngasih promo gausah",negatif,negatif,BENAR
Tokopedia,4,akun nya jelek tidak bisa singkron dgn google sama nomer wa,negatif,negatif,BENAR
Tokopedia,4,"sejak update saya sebagai pembeli semakin sulit mengubungi pihak cfs, biasanya cfs fast respon sekarang jadi slow banget",negatif,negatif,BENAR
Tokopedia,4,Tokopedia oke,positif,positif,BENAR
Tokopedia,5,KURIR YG RETUR PENGGUNA YG NANGGUNG APLIKASI TOLOL,negatif,negatif,BENAR
Tokopedia,5,paylater gede gw di acc 20 juta,positif,positif,BENAR
Tokopedia,5,selama ini aman aman aja belanja di toko pedia.belia ada sedikit kendala responnya juga cepet,positif,negatif,SALAH
Tokopedia,5,Tokopedia barang nya terlengkap di Indonesia tapi ada satu hal yang tidak masuk akal ongkir nya sampai 80 ribu😂😂😂,negatif,negatif,BENAR
Tokopedia,5,aplikasinya terlalu berat untuk loading halaman. sering trouble ketika load.,negatif,negatif,BENAR
Tokopedia,5,assalamualaikum,netral,positif,SALAH
Tokopedia,5,jangan mau instal tokopedia. banyak penipu nya.istri beli barang blender malah d kirim cassing hp. kan tolol tokped nggak menyaring sellernya bener2. dan sampe sekarang uang tertahan d tokped. seller tidak merespon. tokped aplikasi paling parah yg pernah d pake. jangan pernah instal dan belanja d Tokopedia. banyak penipu nya.,negatif,negatif,BENAR
Tokopedia,5,membantu dalam belanja,positif,positif,BENAR
Tokopedia,5,"Gratis ongkir tokopedia cuma gimmick, ongkir dibuat 50 rb jakarta ke lampung potongan 20rb. omgkir 30 ya sama aja. mending di sopi real. 0 rupiah. cuma puls 2rb . biaya penanganan. kapok kapok kapok",negatif,negatif,BENAR
Tokopedia,5,mantabb,positif,positif,BENAR
Tokopedia,5,"gila tokped narik dana ke rekening hampir berhari""dari tanggal 27 gak ada kepastian gak juga masukk gimana tanggung jawabnya ini hampir 12 juta dana saya gak ada kepastian.KAPOKKKKKKKKKK",negatif,negatif,BENAR
Tokopedia,5,"sering tiba tiba Hank ..hitam , Mau buka ulasan diarahkaan ke update ,tapi update tidak ada , kenapa tidak bisa buka ulasan ? Sistem transaksi 👍 ,tapi aplikasi ' sangat tidak bagus' ,sebelum update ,sangat lelet setelah update ,tidak bisa buka ulasan , cari programer yang benar kenapa ?, tetap tidak bisa buka semua ulasan .. 16-8-2025 Sekarang klau lagi,slide slide lama suka Hank ...., gelap dan sangat lama,kalau ditutup ,buka dari awal lagi ,toko yang lagi dilihat lupa ..hilang .",negatif,negatif,BENAR
Tokopedia,5,Kenapa ongkir di halaman produk dan di halaman check out beda ya,netral,negatif,SALAH
Tokopedia,5,"Semenjak dijual,bukannya nambah bagus malah makin bobrok Csnya makin parah Goodbye tokped",negatif,negatif,BENAR
Tokopedia,5,saya puas #tuanmudasitinjak_gerry,positif,positif,BENAR
Tokopedia,5,kdg lemot,negatif,positif,SALAH
Tokopedia,5,"aplikasinya termasuk ringan, barang barangnya yang dijual di aplikasi masih belum terlalu banyak, gratis ongkir belum 100%",netral,negatif,SALAH
Tokopedia,5,"itu ada spin dapat 2,4juta di suru beli produk yang sebenarnya ga perlu. setelah check out ternyata vouchernya tidak ada. ini seperti apa? saya merasa tertipu. padahal saya customer aktiv",netral,negatif,SALAH
Tokopedia,5,simpel mudah belanja di tokped,positif,positif,BENAR
Tokopedia,5,"pengalaman terpuruk bersama TOKOPEDIA, Beli barang mesin las dan grinda potong, sdh bayar di tranfer tapi belum menerima barangnya ( SAMPAI SAAT INI ), entah di kirim kerumah siapa / kesasar, setatus SELESAI 😇",negatif,negatif,BENAR
Tokopedia,5,semoga tetap kuat dan lebih baik lagi kedepannya.,positif,negatif,SALAH
Tokopedia,5,lebih real ongkir nya tapi sayang masih ada seller yang ngasih harga di atas standar resminya,netral,negatif,SALAH
Tokopedia,5,perbanyak promo diskon,netral,positif,SALAH
Tokopedia,5,"Kalo Top Up saldo Flazz ga pernah masuk, dipikir cuman ganguan tapi engga juga. di ulang coba Tup Up gitu lagi sudah beberapa kali. tidak ada tanggapan juga dari TokopediaCare.",negatif,negatif,BENAR
Tokopedia,5,"beli barang dapet potong vocher bener2 ga dikirim. di chat sama sekali ga bales. mencoba positif beli barang lagi lahhh barang yang nyampe beda, proses komplain ga nguntungin pembeli, harus nunggu respon penjual, sedangkan penjual di chat dari awal aja ga bales. komplain harus tunggu 3 hari. setelah acc komplain mau retur barang ternyata ongkir di tanggung pembeli. dahlah langsung uninstall paling bener pake si oren.",netral,negatif,SALAH
Tokopedia,5,kmhln anj ga ngotk emg,negatif,positif,SALAH
Tokopedia,5,"saran aja kk, untuk mengubah nomor hp di apk/gopay nya jngan dipersulit. say mau ganti no hp di apk tokped karena nomor sudah hilang tapi dikirim kode otp via wa ke nomor yang udah hilang tsb. ribet",netral,negatif,SALAH
Tokopedia,5,"tolong dong ka tambahin fitur ganti akun, masa setiap mau ganti akun harus keluar akun dulu, ribet, harusnya seperti Oren bisa ganti akun, tolong kak itu akan sangat berguna buat saya🙏 nanti saya kasi bintang 5 kalau ada fitur ganti akun",netral,negatif,SALAH
Tokopedia,5,"Tau2 diemail, toko di tutup! Dah gitu aja tanpa ada informasi apa-apa",negatif,negatif,BENAR
Tokopedia,5,jangan lupa modus gela,netral,positif,SALAH
Tokopedia,5,kalo ada barang bermasalah dan toko bermasalah pihak toko pedia membantu dan mohon untuk pengguna baru jangan pake aplikasi ini,negatif,negatif,BENAR
Tokopedia,5,mantap lah,positif,positif,BENAR
Tokopedia,5,"sekarang tokopedia udah kurang bagus, utk expedisi yg sering bermasalah pun msh di rekomendasikan ke buyer.. dan CS nya pum sekarang hanya bot yg jawab, bukan manusia lagi, dan banyak kendala yang tidak teratasi..",negatif,negatif,BENAR
Tokopedia,5,saya suka banget,positif,positif,BENAR
Tokopedia,5,Baik pelayanannya,positif,positif,BENAR
Tokopedia,5,ok,positif,positif,BENAR
Tokopedia,5,gaje,negatif,positif,SALAH
Tokopedia,5,"gratis ongkirnya mna nih,masak klah sma toko sebelah",netral,positif,SALAH
Tokopedia,5,"sekarang udah banyak penipuan di tokopedia ,, tak seperti dulu yang bisa di percata",negatif,negatif,BENAR
Tokopedia,5,toko pedih tetap terbaik,positif,positif,BENAR
Tokopedia,5,"woi ini kenapasih tokped, udah mau chekout milih metode pembayaran, malah layar putih aja yg keluar lemot na ujubilah",negatif,negatif,BENAR
Tokopedia,5,🤣,netral,positif,SALAH
Tokopedia,5,Mantap cepat sehat dan bergizi,positif,positif,BENAR
Tokopedia,5,"pesanan dibatalkan, saldo refund ditahan gk bisa ditarik,mau tautkan rekening gk bisa, disuruh coba lagi, pengembalian dana aja ribet banget gk kayak shopee gampang hitungan menit dana langsung kembali",negatif,negatif,BENAR
Tokopedia,5,baik,positif,positif,BENAR
Tokopedia,5,scrol foto di Tokopedia susah bener,negatif,positif,SALAH
Tokopedia,5,giman Bos app abis di updat malah gak bisa dibuka,netral,negatif,SALAH
Tokopedia,5,trimakasih layanannya bagus,positif,positif,BENAR
Tokopedia,5,"saya sarankan tidak usah pakai tokped. aplikasi yang sangat buruk saat ini, banyak penipuan, beli tv yang datang casing hp, saat komplain toko penjual ditutup trus CS nya gak respon yg jawab mesin robot trus. ditambah promo dan bebas ongkirnya hanya bualan saja. Aplikasi ini banyak kekurangannya beda sama sebelah",negatif,negatif,BENAR
Tokopedia,5,sangat membantu sekali,netral,positif,SALAH
Tokopedia,5,belanja murah cepat dan tepat waktu,positif,positif,BENAR
Tokopedia,5,kereeen,positif,positif,BENAR
Tokopedia,5,belum,netral,positif,SALAH
Tokopedia,5,mantap,positif,positif,BENAR
Tokopedia,5,"tokopedia sekarang kenapa sih, bugnya ngeselin banget masa search untuk di toko ga bisa maksimal kepakenya, padahal yang diketik udah bener malah bisa dibilang ga ada produknya, kecewa banget padahal udah dari lama pake tokopedia",negatif,negatif,BENAR
Tokopedia,5,jelak,netral,positif,SALAH
Tokopedia,5,makin gabung ama tiktok makin tolol...masak akun gw yg lagi proses transaksi malah tiba² keluar trus pas login ulang semua stts transaksi hilang...tolol banget,negatif,negatif,BENAR
Tokopedia,5,kecewa,negatif,positif,SALAH
Tokopedia,5,baik,positif,positif,BENAR
Tokopedia,5,shopee nomor satu bangkrut aja tokopedia,negatif,positif,SALAH
Tokopedia,5,bagus,positif,positif,BENAR
Tokopedia,5,bakk,netral,positif,SALAH
Tokopedia,5,toko pedia memang rekomen untuk belanja,netral,positif,SALAH
Tokopedia,5,TOPED SEKARANG BNYAK ERORNYA MENDING PINDAH SOPEE,negatif,positif,SALAH
Tokopedia,5,ok lebih praktis,positif,positif,BENAR
Tokopedia,5,"saya membatalkan pembelanjaan, uang 2 juta belum bisa kembali, tidak ada nomor verifikasi WA atau SMS, b gagal terus dicoba berkali-kali",negatif,negatif,BENAR
Tokopedia,5,"Edan sekarang Tokopedia. Beli barang gak di kirim"", tanya penjual pihak kurir gak mau pick up. Dibatalkan penjual, sekarang malah saldo refund gak jelas. Udh 6jam+ belum sampai ke rek. Masa iya refund dana aja nunggu 24jam.",netral,negatif,SALAH
Tokopedia,5,Oke juga Oke juga,netral,positif,SALAH
Tokopedia,5,good bye Tokopedia. Pengajuan Pengembalian Repot.Padahal ajukan pengembalian karena barang ga sesuai. Padahal selama ini udah langganan belanja di Tokopedia. tapi pelayanan kalah sama shopee,negatif,negatif,BENAR
Tokopedia,5,"Puas bgt belanja di tokopedia tolong bantuan nya dong sy mau bayar tagihan gopay pinjam di tokopedia kok gak bisa2 ya,error terus aplikasi nya knp ya?",positif,negatif,SALAH
Tokopedia,5,"Giliran harga mahal bisa beli. Waktu harga ada diskon, diskonnya hilang untung ga kepencet beli",netral,negatif,SALAH
Tokopedia,5,bisa belanja pakai gopay coins tidak ??,netral,positif,SALAH
Tokopedia,5,terbaik pokoknya,positif,positif,BENAR
Tokopedia,5,cuma satu kata : MUANTABS,positif,positif,BENAR
Tokopedia,5,bye bye. sebulan ini udah capek gada tanggapan.,netral,negatif,SALAH
Tokopedia,5,kok gak bisa transaksi atau beli barang ya,netral,negatif,SALAH
Tokopedia,5,ok,positif,positif,BENAR
Tokopedia,5,ongkir lbh mahal dri barang yg dibeli,netral,positif,SALAH
Tokopedia,5,"sekarang Tokopedia tidak seperti dulu, banyak para penjual yang melakukan penipuan,, tolong ditindak/di blok saja meresahkan",negatif,negatif,BENAR
Tokopedia,5,bagus,positif,positif,BENAR
Tokopedia,5,ok bagus,positif,positif,BENAR
Tokopedia,5,sangat puas menggunakan aplikasi Tokopedia,positif,positif,BENAR
Tokopedia,5,dapetnya expedisi sampah trus,negatif,positif,SALAH
Tokopedia,5,"sesekali banget ada pot 15 ribu, dipakai tuh voucher,orang rumah pada belanja lah di tokped, ga taunya. banyak banget toko atau penjual yang ga jelas ditokped, beli barang, ga dikirim kirim chat ga ada yang dibalas. pembatalan nunggu 2 hari, Angus dah voucher, ga dikasih lagi. percepat pembatalan belanjanya ditokped, biar seperti olshop lain. jujur saja, di tokped jarang saya belanja. pembatalan pesanan susah alias lama. expedisi dapatnya si lambat terus lama sampai.",negatif,negatif,BENAR
Tokopedia,5,ok,positif,positif,BENAR
Tokopedia,5,Knp skrang di tokopedia harga barangnya mahal2 dan ongkirnya pun mahal gak kayak apk sebelah yg byk diskon barang dan juga free ongkir,negatif,negatif,BENAR
Tokopedia,5,"aplikasi tokopedia makin aneh, mau lihat transaksi yg belum dibayar tidak bisa, bagaimana cara bayarnya kalau disembunyikan info transaksinya",negatif,negatif,BENAR
Tokopedia,5,sangat membantu saya belanja,positif,positif,BENAR
Tokopedia,5,Karyawan toped indonesia udah dipecatin semua. Sekarang operasional Tokped dan Tiktokshop dikendalikan dari kantor ByteDance di Singapur dan China Mainland. Tujuan mereka beli tokped emang buat dimatiin dan cuma butuh legalitasnya doang.,negatif,negatif,BENAR
Tokopedia,5,oke,positif,positif,BENAR
Tokopedia,5,bagus,positif,positif,BENAR
Tokopedia,5,"saran ga usah di kaitkan ke tiktok kalau mau buka toko, dah kaya daftar cpns tiktok seller susah bangat daftar doang kocak",negatif,negatif,BENAR
Tokopedia,5,ribet,negatif,positif,SALAH
Tokopedia,5,ok,positif,positif,BENAR
Tokopedia,5,"langganan PLUS kok di berhentikan, ada apa ini saya cek out seperti biasa.",netral,negatif,SALAH
Tokopedia,5,Susah dibuka,negatif,positif,SALAH
Tokopedia,5,"Ongkir makin mahal untuk pengiriman antar pulau, voucher promo sering tidak bisa digunakan, harga barang di Tokped kadang lebih mahal dari e-commerce sebelah padahal toko yang sama. Seller mulai pada kabur karena di Tokped lebih sepi pembeli.",negatif,negatif,BENAR
Tokopedia,5,baik,positif,positif,BENAR
Shopee,1,memenuhi semua kebutuhan,positif,positif,BENAR
Shopee,1,keren mempermudah hal yang urgent,positif,positif,BENAR
Shopee,1,kasih 2bintang dulu TPI jika di ACC baru bintang 5,netral,positif,SALAH
Shopee,1,ok,positif,positif,BENAR
Shopee,1,terimakasih sangat membantu sya belanja,positif,positif,BENAR
Shopee,1,ok,positif,positif,BENAR
Shopee,1,iklan Mulu lu anjiing,negatif,positif,SALAH
Shopee,1,keren aplikasi shope mudah berbelanja tanpa harus keluar rumah sukses selalu,positif,positif,BENAR
Shopee,1,Pokoke oke,positif,positif,BENAR
Shopee,1,"bissmillah semoga bisa membantu sy dlm berbelanja on line, bisa bantu sy dlm menjalankan usaha yg sedang sy jalankan",netral,positif,SALAH
Shopee,1,mantap..pelayanan sangat ok..barang yg d pesen semua pick..sesuai..mantap,positif,positif,BENAR
Shopee,1,Shopee Tolol cuma ganti pembayaran promo nya ke copot padahal bisa pake promo nya pembayaran apa aja.,negatif,positif,SALAH
Shopee,1,smoga aplikasinya brjln dngn baikadnya👍,netral,positif,SALAH
Shopee,1,kelamaan proses pengiriman saldo,negatif,positif,SALAH
Shopee,1,TDK sesuai realita,negatif,positif,SALAH
Shopee,1,apk nya sangat baguus,positif,positif,BENAR
Shopee,1,"belanja di shopee sangat memuaskan, apalagi sekarang voucher gratis ongkir 0 Rp buuuanyak bgt ... pertahankan agar semakin banyak pelanggan yang puas.",positif,positif,BENAR
Shopee,1,bagus,positif,positif,BENAR
Shopee,1,mantap,positif,positif,BENAR
Shopee,1,Alhamdulillah shopee amanah,netral,positif,SALAH
Shopee,1,sukaaa,positif,positif,BENAR
Shopee,1,ok,positif,positif,BENAR
Shopee,1,Gak mengecewakan,positif,positif,BENAR
Shopee,1,"Terima kasih buat shopee, seller dan kurir nya.",positif,positif,BENAR
Shopee,1,"wajib donload sih,keren bmgt apk nya,cara pembayaran nya gampang, kslo cod tinggal qris,mudah bngt pemesannya ga ribet,mudah di mengerti,selalu bikin puas,, mau cari apa aja pasti ad di shope,,shope emang keren😚",positif,positif,BENAR
Shopee,1,aplikasi tolol,negatif,positif,SALAH
Shopee,1,"SUNGGUH MENGECEWAKAN DAN SANGAT BURUK PELAYANAN CUSTOMER SERVICE KALIAN, KALIAN KAN PUNYA TEAM IT YG BAGUS DAN KALIAN PERUSHAAN BESAR, CUMA KARENA 150RIBU, KALIAN TIDAK BISA MENCARI CASE SEPERTI INI, BURUK DAN SANGAT BURUK, SUNGGUH MENGECEWAKAN, ZERO PELAYANAN",negatif,positif,SALAH
Shopee,1,mantap jiwa 👍👍👍,positif,positif,BENAR
Shopee,1,kalo maslaha pemesanan bagus cuma tolong itu kalo mau bikin akun susah banget ribet jadi tolong di permudah itu saja🙏,netral,positif,SALAH
Shopee,1,"mantull,pelayanan kerenn",positif,positif,BENAR
Shopee,1,bagus banget aplikasi ini,positif,positif,BENAR
Shopee,1,pesan mudah interaksi ke penjual gampang pilihan produk banyak pengembalian kelebihan bayar oke... bisa COD bisa juga Paylater bisa juga cicilan...he...,positif,positif,BENAR
Shopee,1,mantap,positif,positif,BENAR
Shopee,1,tinggal pencet ..barang datang beragam yg mau di beli mudah d cari,positif,positif,BENAR
Shopee,1,good aplikasi shope,positif,positif,BENAR
Shopee,1,oke cocok,positif,positif,BENAR
Shopee,1,Deskripsikan pengalaman Anda(opsional),netral,positif,SALAH
Shopee,1,"Please... kalau buka aplikasi shopee pertama kali jangan langsung ke video, aplikasi jadinya lemot. Mau ke beranda aja berat 🙏🙏🙏 Ini aplikasi sudah saya update event 9.9 malah tidak bisa buka beranda",negatif,positif,SALAH
Shopee,1,Alhamdulillah semenjak ada shopee saya gk pernah belanja kemana mana selain ke shopee trima kasih banyak shopee smg semakin sukses & maju kedepannya 🤲🙏jujur sy gk pernah kecewa klo belanja di shopee ini malahan saya semakin senang karna harganya terjangkau dan murah lg 👍👍🤗🤗🤗,positif,positif,BENAR
Shopee,1,sangat menguntungkan,positif,positif,BENAR
Shopee,1,Bagus no pokonya 🤣,positif,positif,BENAR
Shopee,1,"pengiriman aman & cepat, terima kasih",positif,positif,BENAR
Shopee,1,sippppp lh,positif,positif,BENAR
Shopee,1,oke sangat membantu,positif,positif,BENAR
Shopee,1,p.pe. aku nyari aplikasi laen malah ko terus bab. yg ngga ku pencet bintang satu ko p.pe.,negatif,positif,SALAH
Shopee,1,"makin sini makin lemot,mau bayar splater aja sampai berjam jam yg akhirnya ga bisa di buka karena lemot jadi kena denda..",negatif,positif,SALAH
Shopee,1,good,positif,positif,BENAR
Shopee,1,🤗,netral,positif,SALAH
Shopee,1,sangat membantu,positif,positif,BENAR
Shopee,1,sangat baguss,positif,positif,BENAR
Shopee,1,sangat suka belanja d shopee kalo bisa jngan ada ongkir lagi ya,positif,positif,BENAR
Shopee,1,Tolong dong Kak please yang membuat apikasi Shopee diperbaiki ya 🙏 tiap baru masuk aplikasi pasti kevideo jadi lemot poll ini kayak dulu aja tiap masuk aplikasi keberanda oke nanti q kasih bintang 5 saya doakan sehat selalu. amin 🤲,negatif,positif,SALAH
Shopee,1,👍👍👍👍👍,netral,positif,SALAH
Shopee,1,sangat membantu memudahkan mencari kebutuhan apa saja serasa toko di genggaman,positif,positif,BENAR
Shopee,1,toko online handal,positif,positif,BENAR
Shopee,1,bintang yang bicara,positif,positif,BENAR
Shopee,1,aplikasi ini sangat bagus saya rekomendasikan,positif,positif,BENAR
Shopee,1,"good respon , terimakasih min",positif,positif,BENAR
Shopee,1,bagus banget,positif,positif,BENAR
Shopee,1,sangat memudahkan di setiap belanja jika ada diskon atau potongan khusus untuk konsumen.,positif,positif,BENAR
Shopee,1,"Tolong pas buka aplikasi jangan langsung di bagian live dan video, lag banget di hp low end.",netral,positif,SALAH
Shopee,1,mempermudah dlm blnja,positif,positif,BENAR
Shopee,1,i love shopee,positif,positif,BENAR
Shopee,1,mantap,positif,positif,BENAR
Shopee,1,senang belanja di Shopee bisa COD dan dapat harga terjangkau. yuk belanja di Shopee.,positif,positif,BENAR
Shopee,1,makin ngga ngotak ongkirnya mahalan ongkir daripada barangnya 🫩,negatif,positif,SALAH
Shopee,1,bgus skli,positif,positif,BENAR
Shopee,1,barang yang di pesan sesuai tepat waktu,positif,positif,BENAR
Shopee,1,luar biasa,positif,positif,BENAR
Shopee,1,aplikasi nya berat bangettt,negatif,positif,SALAH
Shopee,1,barang nya bagus berkualitas pengirimannya tepat waktu,positif,positif,BENAR
Shopee,1,buruk polll pelayanan ny semua pokoknya pengiriman lambat,negatif,positif,SALAH
Shopee,1,menteh apk ini mah 5 hari masih di kemas aja,negatif,positif,SALAH
Shopee,1,waduh maaf kak saya tadi kasi bintang 1 ternyata sudah ter download maaf yaa kak tadi ada kesalahan sekali lagi maaf ya kak,netral,positif,SALAH
Shopee,1,suka belanja di shopee,positif,positif,BENAR
Shopee,1,"Terimaksih Shoope, baru download belum sebulan terus pake PayLater dari limit 300 nambah 150 jadi 450. mantap pokonya",positif,positif,BENAR
Shopee,1,"bagus, isi nya lengkap banget. suka deh!",positif,positif,BENAR
Shopee,1,mending Lo hentikan tu iklan di tv itu bilang Shopi lebih cepat karna itu hoak lol paket gue udh 1 Minggu blm sampai sampai malu lol sama aplikasi lazada yg gak pamer tapi pakta pengiriman nya sangat cepat cuma membutuhkan waktu 3 hari aja GK kyk Lo lelet bintang satu buat pengiriman yg sangat lelet,negatif,positif,SALAH
Shopee,1,sangat baik,positif,positif,BENAR
Shopee,1,lag,negatif,positif,SALAH
Shopee,1,"di update bukannya tambah baik malah tambah buruk, woy shopee bisa gak sih iklan video tidak ber jalan secara otomatis, ngeganggu banget tau gak luh.",negatif,positif,SALAH
Shopee,1,aplikasi tanpa ada toko dan penjual kw pelayanan toko dan penjual reaksinya cepat tanggap yang paling penting aplikasi nya tanpa penjual dan toko bodong yang menjual barang bagus datang nya barang gak jelas,positif,positif,BENAR
Shopee,1,"mantap, gratongnya ga abis abiss",positif,positif,BENAR
Shopee,1,baik,positif,positif,BENAR
Shopee,1,bagus,positif,positif,BENAR
Shopee,1,keren,positif,positif,BENAR
Shopee,1,mempermudah mendapatkan yg di cari,positif,positif,BENAR
Shopee,1,sangat membantu,positif,positif,BENAR
Shopee,1,murah murah lengkap,positif,positif,BENAR
Shopee,1,mantab,positif,positif,BENAR
Shopee,1,"aplikasinya bagus, apalagi Cod cek dulu, sehingga buyernya tidak mudah tertipu",positif,positif,BENAR
Shopee,1,belanja jdi makin gampang dann mudah,positif,positif,BENAR
Shopee,1,saldo Shopee pay cukup tapi tidak bisa bayar katanya saldo kurang. woiii,negatif,positif,SALAH
Shopee,1,bagus,positif,positif,BENAR
Shopee,1,"udah lama g pake shopee gara2 udah nyampe ke kota tujuan, dikirim ke rumah bs seminggu lebih ato 2 minggu kemudian, tolong perbaiki pengirimannya",netral,positif,SALAH
Shopee,1,semakin jaya shopee,netral,positif,SALAH
Shopee,1,kok punya saya gak bisa buka buat belanja di malesia,negatif,positif,SALAH
Shopee,1,kurirnya ngga ada yg benar,negatif,positif,SALAH
Shopee,1,sangat membantu dalam pencarian produk..,positif,positif,BENAR
Shopee,2,"jujur sangat kecewa sebagai pengguna shopee, apalagi sama seluruh karyawan yang ada di DC bandung (nanjung), sering ada kehilangan tapi semua lalay gaada timbal balik atau itikad baik buat mengembalikan atau memperbenah cctv. seperti ada kesengajaan permainan karyawan yang bekerja di dalam. sumpah kecewa sama seluruh pegawai",negatif,positif,SALAH
Shopee,2,"bagus, belanja mudah, cepat, dan semua ada",positif,positif,BENAR
Shopee,2,ok,positif,positif,BENAR
Shopee,2,sanggat membantu,positif,positif,BENAR
Shopee,2,rekomendasi banget banyak diskonya,positif,positif,BENAR
Shopee,2,sangat berguna.,positif,positif,BENAR
Shopee,2,trimakasi,positif,positif,BENAR
Shopee,2,terimakasih akhirnya akun saya dapat digunakan kembali 🙏🏻,positif,positif,BENAR
Shopee,2,sanat bagus untuk yang suka belanja online,positif,positif,BENAR
Shopee,2,kenapa kalo iklan di game selalu di paksain masuk pley store itu sangat ga enak,negatif,positif,SALAH
Shopee,2,mantap,positif,positif,BENAR
Shopee,2,oke,positif,positif,BENAR
Shopee,2,"aplikasi nya bagus bagus aja cuman kalo buka link/atau mau download sesuatu tiba tiba aplikasinya kebuka sendiri. plis deh ga semua orang kudu beli barang di shopee buru buru. aku mau buka link susah, buka chrome susah tiba tiba muncul aplikasi ini sendirinya ke buka. benerin lagi deh pengiklanannya plis jangan tiba tiba buka pas orang lagi sibuk sibuknya. ngeselin",netral,positif,SALAH
Shopee,2,ulasan .,netral,positif,SALAH
Shopee,2,mantap la pokoknya,positif,positif,BENAR
Shopee,2,sangat bagus,positif,positif,BENAR
Shopee,2,mantap pro,positif,positif,BENAR
Shopee,2,bagus,positif,positif,BENAR
Shopee,2,mantap aplikasi nya,positif,positif,BENAR
Shopee,2,"apliasi bajinga penipu barang udah du return uang tidak mau di kembalikan,hati hati yang belanja di sini sakarang,aku udah kenak",negatif,positif,SALAH
Shopee,2,"cepat,rapih,ongkir murah,di imbangi kurirnya sopan,,,,jos gandos",positif,positif,BENAR
Shopee,2,"INF0 CS.INDODAX BANTUAN.O.8.I.3.2.O.6.6.6.S.S Jika ad indikasi Penipuan Dll, Terkait lND0DAX. segera Laporkan ke nomor layanan pusat untuk meminta pemblokiran rek pen!pu dan pembekuan sementara.",netral,positif,SALAH
Shopee,2,tempat belanja on line yg baik,positif,positif,BENAR
Shopee,2,saya suka aplikasinya,positif,positif,BENAR
Shopee,2,ok matap,positif,positif,BENAR
Shopee,2,mempermudah proses pembayaran,positif,positif,BENAR
Shopee,2,min tolong tambahkan bank CIMB niaga dong untuk metode pembayaran,netral,positif,SALAH
Shopee,2,"aplikasi belanja shopee sangat membantu sekali,, Jangan ragu beli di sini, mudah, hemat ,cepat. Sukses terus buat shopee.",positif,positif,BENAR
Shopee,2,sangat baguss,positif,positif,BENAR
