userName,score,content
Iyann 124,5,bagus dan banyak diskon dan gratis ongkir
Irex's Uchihashinaga BlackmetalEmotion,4,ok
Angga Rani,1,paket bermasalah pihak shopy slow respon mending belanja di tokopedia lebih banyak vocernya
Genz Simatupang,4,semakin jadi tempat sampah nih aplikasi. najis pake ini lagi
Ardi,4,"Tolong pas buka aplikasi jangan langsung di bagian live dan video, lag banget di hp low end."
Siti Rohayati,5,shoppy ga pernah ngecewain..barang selalu datang sesuai pesanan
Adiyasta Rafardhan,1,auto instal aplikasi ini. giliran paket bermasalah pihak shopee mlempem tidak fast respon.yuk pindah aplikasi hijau aja
Syahrul Abdullah,4,bagus simple
idris Abdil,5,bagus
Awa Andin (Edaneyy),1,maksa banget iklanya
mustofa DGL,1,"mending belanja online pindah ke aplikasi sebelah, disinigiliran return pengembalian barang malah ribet padahal sudah ada foto dan video. dan sangat jelas barang rusak tapi di tinjau mulu sampai berharihari"
Fatimah Mah,5,"aplikasi nya bagus, barang' yg di jual juga hrgany murah, sangat ramah di kantong👍👍"
Fahmi Fadilah96,5,toko online terpercaya dan terlengkap dan pasti nya aman... walaupun terkadang ada toko2 nakal tapi tidak terlalu mengecewakan seperti toko2 lain... pokoknya.. mantaaap👍✅
Sulaiman Al-aziz,5,sesuai pesanan
Ully Sitompul,5,mempermudah dlm blnja
Al Mubarok,5,ok
Hokian Part Service,5,i love shopee
Wildan sayang,1,😡😡😡😡 apk kaya anjeng pepek kontol
Samsul Rafika,5,"Alhamdulillah pesan nya lai sesuai dengan pesanan kita,terima kasih kak kuril"
Ahmad Dahlan,5,mantap
Adinda Rahma,5,Aplikasi yg saat membantu kalau mls belanja offline
Michael Zoiz,1,tutor bintang nol dong
An di,5,belanja jadi mudah dan ga ribet
Hazwa Halwa,5,senang belanja di Shopee bisa COD dan dapat harga terjangkau. yuk belanja di Shopee.
Safira Adelia,1,makin ngga ngotak ongkirnya mahalan ongkir daripada barangnya 🫩
Sandi Saputra,5,bagus
Heri Sugiarto,5,sangat membantu
Nur Kholifah,5,top and top
julmi Anto,5,terbaik
Andi Pada Maggau,5,"best the best,,,,"
Sallam Ngimu,4,lembut kk
Bram Panga,5,bgus skli
budi Hartanto,5,mantap
Wir Wirda,5,dngn ada nya shopee saya
Roli Yah,5,gacoan
leliana Joan,5,pesanan selalu aman cuman mohon percepat kesampaian pesanan
Fani Noveliza,5,"saya sering belanja di shopee dan pengguna lama,kalau bisa kembangkan pembayaran lewat qris dong,tanpa ada biaya tambahan,penanganan,dll kalau bisa🫠😁"
Cuncun Rahayu,5,memudahkan dalam berbelanja segala kebutuhan bravo shopee
Darwis 17,5,barang yang di pesan sesuai tepat waktu
d. hidayat,5,ox Shopee is the best terbaik aku suka banget shopee tetap yang terbaik
Teuku Azizan,1,pengambilan paket sangat sulit tol
M Madi,5,luar biasa
K- Non,1,aplikasi nya berat bangettt
eka Putra,5,baik
Yudi Aris Suprapto,5,mantap sekali
Chika Nemi,3,bagusss bgt walaupun kadang sering ketipu beli iphone yang datang semen 1 setengah kilo
Rafa Ramadhani,3,belum coba hehehe
Risky Aditiapratama,5,sangat membantu dlm blanja gk ribet..
maya ardiana amin,4,bagus
Callysta Athira,5,suka banget sama shopee dan kita juga bisa belanja dengan mudah 😘🤭
Riyanto Tias,5,barang nya bagus berkualitas pengirimannya tepat waktu
Kewer Aja,1,buruk polll pelayanan ny semua pokoknya pengiriman lambat
Axalle Valerian,4,barang selalu sesuai dengan pesanan yg sya pesan dan pelayanan pengiriman selalu tepat waktu.
Mikhudin -,5,"saya kasih bintang 5 mudah2, seller yg nakal di tindak."
Pas Impresi,1,menteh apk ini mah 5 hari masih di kemas aja
ABD GAFFAR GAFFAR,5,waduh maaf kak saya tadi kasi bintang 1 ternyata sudah ter download maaf yaa kak tadi ada kesalahan sekali lagi maaf ya kak
Diah Hasnadiah,5,"nyaman belanja di shopee,,, banyak diskon nya terutama ongkir,,,soalnya tempat saya kan di Sulawesi kadang berat di ongkir... tapi shopee selalu kasi potongan ongkir jadi sering sering deh belanja"
naza fadlurohman,5,sangat membantu saat pesan barang yang saya inginkan
Gaara Kazekage,1,"aplikasi belanja makin eror di-update, kenapa ada sistem minta no hp lagi yang baru padahal udah itupun ga bisa jadi pesan gara-gara itu kode nya gak ada terkirim padahal nomor hp dah bener udah berulang kali coba tapi tetap GK bisa, eror nih shopee padahal juga udah instal ulang tetap gak terkirim tuh kode otp sialan, kenapa coba ad sistem ke gitu padahal no hp udah ada malah minta yg baru"
Yuliana Yuli,5,suka belanja di shopee
acep ahmad Irfan,5,"Terimaksih Shoope, baru download belum sebulan terus pake PayLater dari limit 300 nambah 150 jadi 450. mantap pokonya"
Ainayya Khalea Pratista,5,"bagus, isi nya lengkap banget. suka deh!"
Misna Prasetyo,5,baru
Anisa Sandi,1,mending Lo hentikan tu iklan di tv itu bilang Shopi lebih cepat karna itu hoak lol paket gue udh 1 Minggu blm sampai sampai malu lol sama aplikasi lazada yg gak pamer tapi pakta pengiriman nya sangat cepat cuma membutuhkan waktu 3 hari aja GK kyk Lo lelet bintang satu buat pengiriman yg sangat lelet
Indra Gunawan,5,"harga Murmer, menyenangkan"
Adi Hendra,1,tolol
Izhar Halqi,1,"nyusahin, pas check out pertama katanya eror, di check out lagi malah dobel, ga bisa di cancel lagi salah satu."
Adriyansah Efendi,1,tik tok gak ada menu live selama beberapa hari ini di saat kami butuh info live real time
Alvin Aiman,1,"DAAANCCOKKKK, KONTOL, COKKK, MATI O AE KONTOL, JEMBOT, JANCCCOOOOOOOKKKKK ASSSUUUUUU MEMEEEEK SHOPEE KONTOLLLL KON MORO KENE COKKK ASSUUUU"
Miranti Noor hayati,5,sangat baik
Mik Ani,4,aduh murah oi dari pada lazada
EDI SUNTORO,5,ok
Kenzo Tua,5,sangat membantu dalam memenuhi kebutuhan saya
Ingka brema Ginting,5,bagus apk nya
Annisa Yulia,1,lag
Ang kasa,5,slama beli transaksi bnyak bagusnya dahh cocok lah
Zopan Rahman,5,shopee sangat baik
Siti Haeriah,5,🥰🥰
Sasimo Kamu bale,5,Cuman mau bilang keren
zawil arham,5,mantap
gembel,2,aplikasinya berat & lemot bgt skrg..
Rani Patadiya,5,gk prnh kcewa slma blnja di Shopee
Bangbung Hideung,1,"di update bukannya tambah baik malah tambah buruk, woy shopee bisa gak sih iklan video tidak ber jalan secara otomatis, ngeganggu banget tau gak luh."
Roni Suprani3,5,aplikasi mudah dimengerti
Prawita Irwan suwoto,5,"susah login kembali, padahal no hp punya sendiri, dah otp dah password tetap aja mental / gagal"
Hartati Hartati,5,aku mau nanya ini bisa di antar kerumah ya
Abang Stenly,5,sangat membantu
Abahentis Sutisna,5,baguss
Wanur Hamidah,5,pengiriman cepat dan bisa di cek dulu sebelum bayar. itu yg aku suka
Daniel Raharja,1,pelayanan jlk dan masalah yg di laporkan tidak di tangan dengan baik tidak ada pemecahan masalah yg baik.
Sugeng Pranoto,5,mudah cari barang
Dadan Raysha alisha,5,aplikasi tanpa ada toko dan penjual kw pelayanan toko dan penjual reaksinya cepat tanggap yang paling penting aplikasi nya tanpa penjual dan toko bodong yang menjual barang bagus datang nya barang gak jelas
Jamalaily Ramadan,5,Sesuai dengan apa yang di iklankan
Wiwin Klaim Hutang RPD Jatim,1,habis d update kok malah lemot 🙃
Mochamad Jaja,5,Sangat terbantu
Afif Arif,5,brngnya murah dan terjangkau pengbaliannya mudah
Her Man,3,"pengiriman nya kagak jelas, njing di tunda² mulu"
Hazari Jr,5,sangat berguna
Sup Ardi Ardi,5,is the bhess
Angela Samosir,5,"mantap, gratongnya ga abis abiss"
Purwanti Purwanti,4,baik
Hahah Hahahahah,5,bagus
Alie Dragneel,1,👍
ADIWIRAWAN Wirawan,5,aplikasi ini sangat membantu segalah urusan bisnis kecil saya terimakasih shopee
Ricky Rikardo,5,👍👍👍👍👍
Alfina Lathifa,5,Bagus
Lirma Cantika,5,keren
enden yadi,5,Senang belanja diShopee.
Afta Hady,5,oke
Sri Marleni Usman,5,mempermudah mendapatkan yg di cari
nazrill,5,bagus
Alfin Nuri,5,mantap
Adi Sam,5,sangat membantu
Isnan Khalil,3,"min tolong di respon soal akun shopee tidak bisa vermuk, masa iya muka sendiri gak bisa vermuk"
Bara Selatan,5,"akhir nya Spaylater saya kembali bisa di gunakan,terimakasih atas semua kebijakan Shopee.. sehat² semua,sukses untuk kalian 🙏"
Giat Belajar,5,"sangat membantu, baik untuk berbelanja maupun menghasilkan uang"
Ayut Ani,5,Bagus saya suka 👍
Tiur Aritonang,5,👍ok
Erwin Winarko,5,bagus
eka saputra,1,knp aplikasi shopee di perbaharui makin susah utuk akses game ya sdh di bersihkan clear cacha y msh susah di buka utk game ya
Ahmad furqon,5,semenjak ada shoope mau cek out barang paket datang selalu amanah dengan sellernya dan fitur COD sehingga memudahkan pembayaran cash. Untuk kedepannya pihak shopee tambahkan lagi yah pembayaran pakai aplikasi dana sehingga memudahkan pembayaran selain seabank dsb terimakasih shopee Indonesia👏
Farellino Riski,5,bagus dan menarik
sajuri,1,lelet
Siti Sulikah,5,murah murah lengkap
Degisandhi Syahputra,5,mantab
Ipang bocil,5,"saran saya sebelum kalian mau cod , sebelum mau checkout , alangkah baiknya kalian liat komen di setiap toko , itu aja sih"
Satrio Beniyanto,5,"barangnya bagus-bagus, dan pengiriman tepat sesuai."
jr,5,padahal setiap bulan belanja kurang lebih 20 paket tapi spinjam tidak bisa digunakan anehh
Hends Hends,5,Bagus
Nur Indah Suratman,5,"check in nonton videonya cuma dapat 1 rupiah, kalo 1 minggu cuma dapat 7 rupiah. kenapa ya ?"
Udin Xx98,5,mantap
Bismilah Hirohman nirohim,5,mantep
Titik Oppo,5,"Barangnya banyak.pilihan, dan harganya cukup terjangkau juga sy praktis belinya"
Sinta Aisyah,4,"cuman satu sih komentar aku,, alang kah bagus nya jika barang sampai, kurir nya atau pengantar barang nya chat dulu biar kita bisa nungu di rumah ajah gitu loe yaaa"
Dedi lase,5,"aplikasinya bagus, apalagi Cod cek dulu, sehingga buyernya tidak mudah tertipu"
Dimas FR,1,SISTEM PENYELESAIAN KEMBALIAN BARANG & DANA TIDAK BECUS
Rizqa Tanthaybah,4,belanja jdi makin gampang dann mudah
HelmiNa Shofi,5,"Belanja makin mudah, smoga mnjadi berkah."
07 Shalatana,1,saldo Shopee pay cukup tapi tidak bisa bayar katanya saldo kurang. woiii
Arsal Gaming-14,5,Bagus
Budifahresi Fahresi,5,bagus
Ridwan Firmansyah,5,mantap banyakin lagi diskon nya
Revan Revanza,5,sangat Agus sekali
Mas Jagat,5,Oke punya
No Vi,5,lope lope bgt sama aplikasi iniiiiiii
Aby Zein,3,"shoppy lumayan bisa membantu untuk mencari kebutuhan sehari hari, belum bisa komen banyak karena belum lama bergabung, semoga bisa terus meningkatkan pelayanan, kepuasan pelanggan adalah nilai untuk anda!!!"
Maulana Cahyo,5,sangat bagus dan membantu
Aprilina Vivi,1,"udah lama g pake shopee gara2 udah nyampe ke kota tujuan, dikirim ke rumah bs seminggu lebih ato 2 minggu kemudian, tolong perbaiki pengirimannya"
Kipasangin Kipas,1,semakin jelek dan banyak iklan gak jelas
Asep Dani,5,100% gratis ongkir... pengiriman paling cepat di shopee🤩
Yudhistira Aryang,5,bagus
Alexander Gerald,5,semakin jaya shopee
robit boncil,4,memuaskan
Aku Kamu,1,kok punya saya gak bisa buka buat belanja di malesia
Manta,4,"PC . ,,"
Roni Alfan,5,"selama saya beli dishopee ndak ada kendala ,smoga shopee kedepannya tambah maju dan suksses"
Farlan Karim,5,bagus
Anak Pertama,5,sangat membantu
Seon Seox,5,best
Ery Nds,1,"saya membeli voucher di aplikasi ini namun voucher tersebut tidak dapat digunakan, rugi uang dan klaim malah di tolak,segala upaya sudah saya coba lakukan dengan tim cs shopee namun tidak sesuai dengan yang di harapkan, semoga uangnya berkah aja ya shopee.. kapok pake apk orange ini"
Arie Sanjaya,5,barang murah dan sesuai harapan
Rafel Astara Ramandyta,5,harus bijak dalam menggunakan shopee ya temann temann semuanyaa😘
Andri D,1,kurirnya ngga ada yg benar
Dado Dado,5,menantu aplikasi nya
Vio Letta,5,😜
Andri,5,sangat membantu dalam pencarian produk..
Danoe Sjm,5,bagus berguna ..setiap belanja online sekarang saya hanya di shopee
Ana Hetmah,5,tarima kasih
Dea Mustika Sari,4,bagus solusi belanja hemat dan murah
Sito Apsi,5,belanja yang rekomended murah murah barang bagus tetap jaga kepercayaan masyarakat gan buat para pecinta shopee. kurir nya Joss Joss cepat pengiriman nya. thank you shopee 🥰
Mai Syarah,5,"banguuusss pake bingit, jangan ragu, di coba aja dulu"
Sarmon Ginting,4,sangat memuaskan dan barang2 pun sesuai dengan yg di pesan
