userName,score,content
Davan Alyaa apsara,4,"akun saya ada di hp yang rusak tapi tali akun nya saya inget,tapi pas mau di buka akun nya akun lazada nya di kunci gimnq ya cara buka kunci nya"
Dediirawan Irawan,5,keren
handika setya,1,"voucher gk bisa di pakai sama sekali, tolong lah lazada kalian udah untung kita juga mau untung, padahal udah memenuhi syarat tapi voucher tetep gk bisa di pakai"
Luhfil Khakim,5,aplikasi belanja online yang okzzz
Aldi Syahfutra,5,bgus
Cahyadi,5,barang nya bagus bagus👍
Ali Anggara,5,baik
Arefa idefa,5,banyak diskon
Idris Tuba,5,lazada debes
nela nurazkia,1,"aplikasi ga jelassss, aku beli barang 2 kali ga dikirim dengan benar, kurirnya bilangnya dah di anter ke alamat padahal belum, harusnya bisa ngasih keterangan yang jelas lah kenapa ga bisa dateng paketnya, udah nunggu sampe 3 minggu lebih malah ternyata dibatalin. ongkirnya jg gila banget, dann iklannya jelek! ganggu aja kalau lagi buka web atau apa malah muncul iklan lazada, kalau iklannya bagus mah gapapa, ini iklannya burik, jelek, ga jelas, bikin emosi aja setiap iklan lazada muncul."
suyono Yono,2,"lazada jika gak ada even promo ongkirnya gak ngotak,mana gak ada pilihan expedisi pula.....kalah jauh ama shopee....sory klo terlalu jujur"
Muhammad Fadil,5,perfect
Karaeng tino Karaeng tino,5,bagus
Irvan Arifin,4,"kadang lemot kadang oke🤔, jaringan sinyal sy bgus padahal"
Soliah Eli,5,"min jujur puas banget sama diskon pengguna baru, tapi tapi tapi boleh ga Adain lagi soalnya nguntungin banget🤭"
maryadi maryadi,5,mantap
North South,1,iklan lu ganggu tlol
Risaldy Taher,5,aplikasi ini bagus
Riyan Dwi,1,untuk apk lazada kurang aman karena ada pihak yg mengaku2 dan bahkan tau nomer resi paket saya yg belum di kirem alhasil banyak penipuan dan saya tertipu jutaan dengan nomer resi yg sama dengan paket
Om Mamat,5,om suka banget belanja di sini
Anwar nuar,5,pengiriman aman
Erma Fitriani,5,mantafff mkasih lazada
Achmad Sahid,1,sudah tidak rekomendet pakai aplikasi ini banyak penipu sellernya pengiriman juga lambat
Rus Diana,5,cepet sampe babarang sesuai
Paulus abdi tasi Patas punk,5,makasih mantap
Mbah Wiryorejo,5,baik
Mr Zul,5,mantap produk lengkap fiturnya pun memuaskan
Adiyansah Ismail,1,"gila ongkos kirim mahal nian gak sesuai dang harga barang, harga barangnya murah tapi ongkirnya mahal gak ada gratis ongkir, tidak kayak aplikasi sebelah bayak gratis ongkir aplikasi ini kalau salah pilih ada toko yang curang jual barang maling murah dari barang yang asli di jual karena saya sudah pernah di tipu dangan toko yang ada aplikasi lazada ini"
Fadli Belitung,5,mantap
Rhynto Rhyaa,5,lasada memang ok
Bang Adii,5,mantaaap cepattt
Mamet 22,4,bagus
Adi ivo,5,Mudah belanja di Lazada
WN Project Channel,1,woy lazadaaa kemanaaa gratis ongkir luuuuuu.
Syaiful Iful,5,sangat baik..
Gusti Mehong,5,mantap
Siti Mutmainah,1,"kecewa banget sma lazada, udah ongkirnya sangat mahal..! sya mau bayar lazbon 1 cicilan sesuai tanggal kenapa gak bisa knpa harus sekalian 3 cicilan..!?? parah gak sesuai perjanjian ini namanya, bayar gak pernah telat lazbon di bekukan..! kalo gak ada perubahan ya sya uninstall nanti"
liandra 97,3,lazada aneh ih masa paylater udah di bayar saldonya GK masuk masih nol aja udah sekarang ongkir nya mahal2 bnget gimana pelanggan GK PDA kabur kalau gitu caranya dulu sering bnget blnja di lazada sekarang ongkir nya mahal bngt jadi mikir2 lagi mau beli barang di lazada
putri Manikmaya,5,emang pas dan cocok
Vinx Gaya,1,banyak barang fake
eko,5,keren banget
Annisa Rahman,1,niat bikin aplikasi ? baru download mau co barang malah dibilang nomer udah dipake kan tolol ! nomer baru mau dipake siape !! aplikasi idiot !
Risdiani Risa dian,2,kemaren aku tertipu oleh toko di lazada...beli mesin cukur datang sendal jepit....harap toko yg seperti itu di block aja...merusak nama baik
Nur Muhammad,5,barang yg sesuai jadi ketagihan belanja di lazada
Samsung M12,5,produk dan kualitas nya terjangkau
Bastian Teto,3,belum begitu manyenangkan
Raina Billa,4,sering buat harga promo
Abdulah Yuda,5,"Jujur saya pelanggan setia lazada, cuman saya mau memberi saran mohon untuk nama Bank BSI di masukan sehingga saya bisa membayar paylater atau barang apapun dengan mudah terimakasih 🙏😊"
Sundari Dari,5,sabun super poool aku suka
Nandar Maulana (Nandar),3,lazada tampilannya perlu diperbaiki agar lebih simpel terus jaringannya diperbagus
Robet 666,5,ok
dwi oktina24,3,"lazada aplikasi online shop yg terburuk gak bisa bantu masalah penipuan owner² toko yg gabung di mereka .. gak kaya shope , langsung bisa klik pengembalian barang jika tidak sesuai yg di order .. lazada sangat buruk"
Pengguna Google,3,"Aku setia sama lazada setiap minggu belanja, walaupun sering kecewa sama barang yg ga sesuai, blm pernah retun pengiriman ga tepat waktu kadang sampai malam jam 23. terakhir gagal pengiriman harusnya tgl 3 di konfirmasi tgl 6 taunya tgl 4 datang pas ga da org dirumah. yg salah siapa yg kena suster siapa."
donny true ebend,1,pas mau banyar ihhh banyak loading jengkel niat ngga sih ini aplikasi
Suarez Sesat,5,mantap
Nida Maulida,4,bagus banyak promo + gratis ongkir
Dimas Artaro,3,"ngasih ongkirnya GK kira"""
Masrian Basir,5,Tolong buka akun google di aplikasi ini
Rafi Zahran,5,mantap
Rahmat Kartolo,1,sangat kecewa sama lazada semua nomer kurir yang terdaftar di lazada gak ada WA nya semua pengiriman lambat nomer kurir nya gak ada WA nya semua tolong kurir lazada di perbaiki lagi tolong nomor kurir nya kasih nomor WA nya yang di daftar kan di lazada
Mamah Raditya,5,Lazada is the best daripada
Abang Amar,4,sempat dpat barang rusak👍🥹
Tri Hasmoko,2,"awal bagus ak ksih ranting 5 skrg ak kasih 3 makin lama sistem pemesan dn pengiriman lambat bgt prosesnya dulu jkt ke sragen jateng 3-4 hr skrang 6-7 hri, beda sam tetengga masih 3-4hr ud sampe..."
Wildan Syathir,5,mantab
Negative Vositive,5,bagus...pengiriman so faster...
Devi Merwandi,4,"masih banyak toko-toko gelap, potensi penipuan"
Al Azis,1,"lazada memang ngak jelas,hampir semua pedagang didalamnya,,penipu semua...mmaf untuk pengembang,kami hanya meluapkan,rasa kekecewan kami."
Aming Sutisna,4,baik
Dedi G,5,Selama ini lazada tidak mengecewakan.semoga kedepannya lebih baik untuk menutup toko yg penipu. lebih banyak promo terutama gratis ongkir semoga lebih banyak lagi
RIZKY gemes channel,1,ongkir nya mahal
Ahmad Supriyanto,1,paketnya kagak ada jangan beli disini
David Mantiri,4,mantap
Atang Firansyah,5,sangat mudah berbelanja d Lazada tidak sulit
Agus Setiawan,5,barang ok
Sukmadi 2025,5,banyakin Rp 0 biar terus belanja di lazada
Vicky Vicky06,2,belanja di lazada kurang memuaskan banyak juga oknum2 penipu' jika membeli dngan sistem cod' dan banyak yang fake older ' tidak ada kejelasan buat konsumen jika terkena penipuan dalam cod lazada tidak bisa bantu apa2 ' cuman narasi narasi saja/ ibarat kotak saran
Bedzz Ae,1,seharusnya di adakan fitur cek paket sebelum sampai ke lokasi tujuan penerima saya kena scam 2 kali di aplikasi ini
Budi Setya,1,"aplikasi brengsek, sampah tidak tanggung jawab"
Harir Muhammad,5,mudah
Nur Hadi,5,mantap
Kiwong Kiwang,5,maksimalkan gratis ongkir nya bos kuh
Yesaya Tanesia,5,info jelas dan produk yg bagus.👍
Rasim Banjar,5,suka bangtz Barang nya jos
Novit kurniawan,5,sangat baik
Ustad Sarim,5,Bagus
sendal jepit,1,"masa pembayaran via dana atau bri tidak ada,,mau bayar lazbon ribettt"
Agus Bukaleng,5,saya sangat puas🙏😇 trimakasi
Azkabio Play,5,mntappp
Muhammad fadillah Syuhada,4,"bertahun2 bahkan 2 akun saya selalu belanja,tpisemakin lama berlangganan,pelayanan lazada semakin membuat kecewa,klu selalu dalam keterlambatan kemungkinan harus coba belanja ke toko lain sajalah,saya mau lihat dalam 1 bulan ini,krn udah beberapa kali belanja tiba2 rerurn,kurir minta tambah ongkir,terlambat mulu,tolong diperbaikilah biar saya bs puas dgn pelayanan,krn saya jarang pakai voucher loch,"
Rehan,1,lazada haram GK usah ko banyak iklan
Ozawa Iwan Aditya Iwan Aditya,5,jangan lupa ya KK kunci l bunga nya yang tekiro
Toty Ajja,1,barang telat.kirim dari subang ke bandung kenapa lewat cirebon kan aneh.udah gitu di cirebon diem disitu 3 hari.apakah dari cirebon ke bandung selama itu perjalananya? sebagai catatan itu expedisinya ninja
Zaenab Zenab,4,produk bgus hrga mrah...
Franton Purba,1,Susah kali kek babi untuk pengembalian dana
Simin Chou,5,lazada.tolong perhatikan penjualan tidak sesuai item dan judul.penjual tidak sesuai etalase.
Zank Gelo,1,"hati2,banyak seller yg nipu di aplikasi ini,saya sendiri yg jadi korban"
Agus,1,lazada sudah tidak aman lagi
Marsi Yanto,2,dari tahun ke tahun semakin buruk saja pelayanannya.dibandingkan brand sebelah
erna wati,1,layanan lambat pengiriman bertele tele bikin pusing saja
Doni Kurniawan,5,harga yang merakyat barang rasa pejabat
MHumaedi Bardono,3,good
melati indriyani,1,elfcavu.melati
ziz lotuz,5,"Kecewa,,,,,"
Harianto Kusuma jaya,5,pesan saya cuman minta barang yang sesuai kita pesan
Husni Mubarok,5,halaman laz koin kenapa akhir ini eror terus tidak bisa dibuka
Ari Dwi Kristiyanti,5,saya suka belanja di lazada karena banyak diskonnya
Marjuk Hadi,1,iklan lu di YouTube sangat menggangu ajg
Aqlan Aja,5,ok banget dah
Muhamad Elih,5,belanja d lajada barangnya ok 👍👍👍
Rizka Mherisyh,5,suka
Hari Purwoko,1,"lazada sekarang mutu pelayanan ribet, dulu pesan barang dari Lazada bisa COD atau bayar ke kurir.. sekarang bayar sebelum barang datang.. sekarang ada pilih cara pembayaran , percuma pilihan gak bisa dipilih.. lazada asuuuu!!!! 🤬"
Daeng Abubakar,5,top
Maftu Hin,5,terima kasih Saya berbelanja lebih mudah
gedang goreng,1,"cukup sekali beli di lazada, gak lagi lagi deh"
luluk Maslahah,5,lebih murah hemat tampa ongkir pula
Abdul Maul,5,aplikasi bagus
Ida Yohana,5,saya edit ya untuk ulasannya untuk belanja di lazada semua pengalaman yang baik mulai dari harga ongkir dll. tapi yang saya sesalkan adalah untuk yang pengiriman melalui ekpedisi ninjavan sangat lama dan apakah data pelanggan bocor atau bagaimana. sehari saya dapat WA 4 nomor tak di kenal bilang paket tertukar tidak bisa di kirim di suruh screenshot riwayat pesanan dll. yang ujung²nya di suruh scan barcode dan ternyata di suruh membayar. ini sangat mengganggu sekali ya. tolong di tindaklanjuti
jean rafaizan,5,good belanja lebih mudah dn hemat waktu..
Danu Saputra,1,"Kebanyakan animasi,, aplikasi nya agak berat legg ,, parahhh"
Dafa Ardiansyah,4,bgus
Yunarko Yu,5,Lazada makin oke
Dinan Faza,5,yu om yuu di ulu i love you UU u want to search the sp di k ko ini om mo
Rafi Uciha,3,"sejauh ini cuma lazada aplikasi e-commerce yg sellernya kebanyakan scammer (penipu), saran gw sih mending lo perketat sitem pendaftaran biar seller nakal atau scammer ini banyak berkurang"
Azzahra Wandinna,1,"aplikasi jelek, org gaada yg co tiba” udh ada keterangan dikirim, udh gitu iklan kucai ga dipencet tiba” ke aplikasi"
Su warni,5,"selalu banyak promo dan banyak pilihan toko..lebih teliti lagi Gan,..suka kliru karena murah"
Arif Irawan,5,gooood
RONZZ RONZZ,5,bagus
Khodir Khodir,3,belanja di lazada sekarang. mahal. dah mah faylater nyh. ga berguna. sekark pindah lah ke tikotok aga miring harga nyh
Arzeta Ararya,1,kena tipu uang tidak bisa kembali ke rekening gitu kok ratingnya tinggi barang pesanan tidak datang
Ramli Giawa,5,mantap
sella apriani sella,5,bagus banget
Arman Sirham,5,mantap
suwanti indah,5,"belanja online di lazada mudah dan banyak promo dan bisa di tambah koin, semoga lazada tetap jaya"
Didi Bae,5,wow ternyata diskonnya besar-besaran 🙏🙏😊😊😊😊😊😊😊😊😊👍👍👍👍👍👍👍
Keristina bela Hidayah,1,"Tolong lah perbaiki ekspedisi, lama banget ga sampai-sampai kalo tau gini mending beli di apk sebelah"
Desmon Unggoyo,3,kenapa lazada tidk ada COD cek dulu
Masripah Munawaroh,5,senang belanja di lazada
Aen Kafisya,5,sangatlah membantu saya dalam membeli/berbelanja online
Sigit luluaprilia,5,baik
Patar Simartupang,5,ulasan bersifat publik serta menyertikkan infonya dan perangkat
Evi,5,terimakasih
RASDHI Utuh,5,jagan pernah putus tetaplah bersatu
sasugi sugi,5,bagus ..pertahankan pelayanan yang terbaik
Hendri Yadi,5,belanja di lazada enak banyk pilihan mantap
Yunia Permatasari,4,baik👍
Tedi Tedi,5,lengkap dan terpercaya
Juhri adi,5,flatfom yang menawarkan harga jual termurah.. mantap lazada.. 👍
henra Irawan,5,menycoba
Im am,5,"Aplikasinya bagus & cukup ringan dijalankan meski device hanya dg RAM 2GB, pelayanannya juga baik. Terima kasih banyak Lazada Indonesia"
PIAN ALPIANDI,5,"Voucher Dan Lazreward Sangat Menarik Sekali Untuk Potongan Belanja, Terima Kasih."
Teguh Triono,5,sangat puas buat berbelanja
Zulkibli Jull,5,ok
Awan Biru,1,"aplikasi uda gak jelas,berpihak sama penjual yang penipu,kecewa"
Maman Oong,5,top
Ahmad Ahmad,5,ok
Yanti Pga,4,ok...
Akun FF,1,"sebenernya apk ini bagus, tapi kalo nemu iklan apk lazada di apk lain beeeh nyebelin bngt pdhl ga sentuh apa"" tb tb masuk ke apk lazada"
Nunu Canunu,5,semoga ini bukan penipuan
Mg Tanzil,4,♥️💕😊
Dodi Purwanto,5,sangat ngebantu top banget
Edy Trio Amboro,1,belanja ribet ya cuma di lazada
Emah Wati,2,"baru pesan barang,,mudah2 sesuai gambar"
lilik hartono,5,"lazada mantap, nyaman, aman & terpercaya..."
gilang noer,1,debt Collectornya ngeri di sini. di teror terus sampe keluar kebun binatang
"Cs,Easycash",5,"𝙲𝚊𝚛𝚊,𝙱𝚊𝚝𝚊𝚕𝚔𝚊𝚗 𝙿𝚎𝚗𝚐𝚊𝚓𝚞𝚊𝚗 Lazbon 𝙻𝚊𝚗𝚜𝚞𝚗𝚐 Hubungi O𐌇2l𝟳𝟳𐌇𐌇𝟯𝟱𐌇𝟰"
muhammad abdul gani,3,saya beli secara COD saja! kirim secara qrist tidak tahu caranya. SELAIN COD PEMBELIAN BATAL!
Ujang Nurdin,1,mantap sekali
M. Yusuf Afiff,5,"sy harap untuk slanjutnya jgn banyak iklan nya, mksh."
Ha Sinhu,4,lazada plis dh apus aja expedisi ninja sumpah pengiriman ny lelet bgt gagal pengiriman terus pdhl brng udh sampe mana gk ada no kurir gk bsa hbungi kurirny
Galuh pranata,1,"2x kena orderan fiktif , pdahal tidak merasa pesann. ada CO pesanan 2x dengan barang yamg sama , tetapi beda akun. tolong di tingkatkan lagi untuk kemanan sistemnya."
Muhammad Wahyudi,1,"kenapa akun gua di banned, padahal baru buat baru"
Fatmawati 934372,1,"apk ganggu bgst, di aplikasi mana pun iklan nya lu mulu anying"
Muhamad Ropik,5,"lazada memang paling yang paling terbaik, semoga makin sukses, makin banyak pengguna, dan makin gampang dapat vouchernya, best of the best😍😍😍"
Uhh Hhaw,1,orang buka website malah kesini 🤮
Deri Pratama,5,amanah
