userName,score,content
Mia 123,5,terima kasih are you terbest toko pedia terima kasih banyak
Izza A,1,"susah belanja di sini, gratis ongkir gak jelas, ingin tanya ke CS yg jawab robot terus, jelek bgt"
Sugiarto Anto,5,giman Bos app abis di updat malah gak bisa dibuka
Uspa Muridin,5,proses yang sangat mudah dan cepat
Nurul Sri,5,mantap...
Yudi Mulyadi,5,trimakasih layanannya bagus
tuti sulastri,5,Mantap Tokopedia 9.9 Gas cuk
Denur Ganteng,5,oprasi tahap tingkat lanjut
Ekky Chan,5,Toko pedia terpercaya dan ada gratis onkir..saya rekomendasikan buat beli di Toko pedia...terima kasih Toko pedia
Hari Purnomo,5,Aplikasi yang sangat membantu utk pembelian keluarga saya. Terima kasih Tokopedia.
Daanis Thufail,5,mudah digunakan
Muhammad Zakir,4,semoga berguna
Ahmad Ramdani,5,bauk
Papah Zio,1,Ada aja seler nakal jual produk murah tapi aslinya nipu
Muhammad Solid,5,Saya suka tokopedia
Mbah Parmi,1,Bleguud maneh nges dibere5 bintang oge di lenyapken kumaneh geloo
Bintang Lo,5,mantappp
Gana Echa,1,"saya sarankan tidak usah pakai tokped. aplikasi yang sangat buruk saat ini, banyak penipuan, beli tv yang datang casing hp, saat komplain toko penjual ditutup trus CS nya gak respon yg jawab mesin robot trus. ditambah promo dan bebas ongkirnya hanya bualan saja. Aplikasi ini banyak kekurangannya beda sama sebelah"
wahyu levine,1,"Ya diupdate malah makin jelek, tombol tombol menu tagihan ga respon. udah force stop dan buka masih tetep gabisa."
Hendra Yanto,5,mantep lah pokok ya
Nurhidayah,1,"Tokopedia cuma pas awal pesan barang aja yg ongkir nya murah tpi pas pesan yg kedua kali nya ongkir nya melambung tinggi kadang mendekati harga barang, dan kadang juga melewati harga barang.contohnya harga barang cuma 50an ribu tpi ongkir nya mendekati 100 ribu ... mohon dong ongkir yang jangan terlalu mahal... dan masalah kurir nya juga, masa nganter nya gak nyampe di alamat sih, malah kita yg di suruh ambil di tempat pembongkaran barang nya.... mohon kebijakannya..."
Bobynyo,5,bagus
Mr. Picks Pickles,1,kebangetan sering updatenya
Fisip Ipm,4,"mau cek ulasan perlu download lagi, mohon diperbaiki"
հسةزيةէة հسةزيةէة,1,J&T an***g. lewat estimasi berhari² gak punya tanggung jawabnya. dan gak mau ada ganti kerugian. Di Shopee lewat estimasi dapat 10.000
Candra Made,3,pas tambah alamat kok gak ada kolom kode pos? jdi alamat tdk bisa ditambahkan krna harus mlengkapi kode pos tdi kolom kode pos tdk tersedia
Valdo Khabib,2,harga pengiriman ke lokasi luar pulau udah setara dengan pemesanan saya offline. belanja udah 3 jutaan spare part lamban datang.
kang jalal,1,"pusing bos,,.."
Eva Kurnia,5,sangat membantu sekali
Fuad Hasyim,1,"Buruk, Menyelesaikan pembatalan harus menunggu lama, Toko xiaomi memakai sistem PEMAKSAAN Udah menunggu 3 hari tapi masalah belum kelar dan harus menunggu lagi"
martino saputra,5,mantaps
Official Forsaken01,5,keamanan privasi@?!?!
Heru Suseno,4,seneng belanja disini tapi suka eror suka gangguan
Randa Wabdaron,5,keren dan terbaik
Lek Gundol,4,agak lambat kerja di hp jadul
wisnu murti,1,"makin kesini ekspedisi yg ada di tokped jdi lelet gk cepet kayak dulu, kalah sama shopee"
Playback Singer,1,"aplikasi goblog penipuan banget udah isi saldo gopay buat beli pulsa flash sale, taunya ga bisa d beli d gagalin terus. ini harga-harga pulsa murah berakhir 3 hari lagi cuma pajangan aja anjirrrrr"
Rusdi Hamidi,5,belanja murah cepat dan tepat waktu
MADU ANTARA,5,kereeen
Cecep Nursaman,2,"Aplikasi ini paling sering update dibanding dengan aplikasi online lainnya, sangat menyebalkan!!!!"
Todo Duha,5,belum
Slamet Riyadi,1,Aplikasi buruk tidak bisa pembatalan pesanan
dkuswarni Jj,5,saya sangat suka belanja di tokopedia krn aman nyaman dan terpercaya.trmks
Code Reedem,1,aplikasi buruk paket tidak tiba sesuai batas tanggal. kalo mau co mending di lazada
Anggi Permata,1,Jelek ga ada promonya
Cipung C'boloho,5,sangat sangat baik belanja d toko ini mantap
Putra Ketut,1,banyak pemberitahuan
hermanto yoyok,5,mantap
csi kcksmg,5,Mantap
Ronggo Warsito,2,Update mulu.. kalo gak di update gak bisa di buka.. yang Oren aman aman aja
Achmad Faruk,4,ok
Mash sholeh,5,bagus
Jerry Lema Johanis,5,mantap
SUN Solutions,1,"aplikasi dg pelayanan pengaduan terburuk. tidak ada cs hanya ada chat bot, yg isinya hanya gimick. disaat terjadi penipuan oleh toko di platform app tidak ada tindak lanjut. kalah sama app orange shopee"
Akun Pribadi,3,"Aplikasi tidak kayak dulu gampang dibuka, agak lemot apalagi kalau buka gambar produk lama sekali..."
Wini Anggraeni,1,aplikasi sangat tidak aman buat penjual juga buat pembeli.hati2 jika barang tdk sampai atau rusak atau hilang d expedisi pnjual gak akan dapat uang nya dan pembeli gak daoat barang nya ..apliksi canti aman murah dan banyak gratis ongkur cuman shopi
Mahfudin IW,1,Beli paket... udah nunggu nunggu... paketnya malah balik lagi ke penjual.... kurir gratisnya (ID exspress) mengecewakan...... Harusnya Tokopedia ga kerjasama dengan ekspedisi ga profesional kaya gini
Adjie D,5,banget oke
Risma Natalia,1,pas di dlm keranjang barang diskon 50% dari harga aslinya..karna ada kupon..pas di bayar eh malah muncul seperti jaringan tidak stabil..dan pas di ulangin lagi malah muncul saya sudah mencoba 3x kupon..dan harganya normal lagi..aneh
White Fang,5,Thx toped sdh Turut memajukan ecomerce indonesia.
Joko Sutrisno,1,reapon tokopedia care lama solusi tidak terselesaikan beda dengan toko oren untuk retur barang lama bgt
RamaIswara,2,"tokopedia sekarang kenapa sih, bugnya ngeselin banget masa search untuk di toko ga bisa maksimal kepakenya, padahal yang diketik udah bener malah bisa dibilang ga ada produknya, kecewa banget padahal udah dari lama pake tokopedia"
Robertus Mulia,1,"Bagaimana ToPed sekarang,Pengiriman barangnya Tidak Tepat Waktu,Menu Di Proses dan Di Kirim juga Tidak Ada Keterangannya, Parah. Sangat Tidak Recomended !!!!!!!"
Non Sekkai,2,"ini knp menentukan titik lokasi maps nya ngaco dah, bolak balik kelempar ntah kmn, udah pakai GPS juga masih aja ngawur. kasian kurir nya Krn salah titik maps dan bisa berpotensi salah rumah"
Ahmad Sulaeman,2,jelak
Pengguna Google,3,"di bilangin update tkped pasti error dan malah fiturnya tambh rumit, admin ndablek....😩"
Brian Guntur,2,pemotongan biaya dari hasil penjualan terlalu besar . lama lama rugi
"GhostBoy TV {Traveller,Gamer, And Singer}",5,MEMUDAHKAN SAYA UNTUK BELANJA ONLINE
Hendrrik 07,1,"pengajuan komplain susah ribet ... pada hal jelas barang pembelian 3 yg dikirim 2 dan bukan barang yg dipesan,dan banyak toko penipu"
Ardiansyah Ch,1,makin gabung ama tiktok makin tolol...masak akun gw yg lagi proses transaksi malah tiba² keluar trus pas login ulang semua stts transaksi hilang...tolol banget
Gugi Devianto,5,"cukup baik, dan masih lancar tanpa kendala"
Bagus Setiawan,1,kecewa
ali al hadi,5,baik
seto gembot,5,shopee nomor satu bankrut aja tokopedia
Deni,5,bagus
Suyat Man,5,ok
Dedy Farizal-453,4,Ok.. Bagus Hanya Saja Apk Ini Sangat Berat Jika Terlalu Lama Dipakai Dibandingkan Apk Lain.
bb . gaming,1,banyak bug nya seperti gambar produk yang tidak ada padahal jaringan internet saya lancar tolong di perbaiki
ennerose,4,lumayan
Fire Storm,5,Mantap deh Tokopedia + Gopay sekarang ini.!! 👍😃
muhaimin amin,4,sangat mudah dan cepat
Aki Aki,4,"kenapa semenjak tokopedia gabung ama tiktok, jualan makin sulit dan ribet, padahal dengan adanya Tokopedia sangat terbantu dan dipermudah, namun sejak gabung ama tiktok makin gak bisa jualan karena makin ribet, mending kembali seperti semula min."
Lethe Official,5,bakk
brata Wayan,5,toko pedia memang rekomen untuk belanja
Mz Noer,1,TOPED SEKARANG BNYAK ERORNYA MENDING PINDAH SOPEE
Abdurakhman,5,bisa terbantu oleh Tokopedia
Batutista Adi Prakoso,5,Update terus ya bund
agus wahono,5,ok lebih praktis
Mega Wati,1,"sudah milih banyak produk lebih dari 10 produk mau di checkout tb tb ""masalah pada rumah tokopedia"". barang yg udh di cari cari lama ilang semua dari kranjang, terus seringkali udh co tb tb ilang juga karena masalah voucher ga berlaku. kalo ga berlaku ga usah di tampilin. barang lengkap tapi systemnya kurang oke."
Hi from TimKamu,5,so far Mantap
Elsan Lesmana,5,Event spin scam doang‼️
Diman,3,tiga dulu
Yogi Sofiyullah,2,"Dulu tokopedia sering banyak voucher dan diskon tapi sekarang malah banyak biaya"" Admin lain nya, sekarang jd mikir"" Dulu mau blanja di tokped"
Ita Saca,1,"saya membatalkan pembelanjaan, uang 2 juta belum bisa kembali, tidak ada nomor verifikasi WA atau SMS, b gagal terus dicoba berkali-kali"
Neneng Khuliah,5,okay banget
Retnawulan Ndari,5,ok
ferry mardian,5,Nice... good jobs👍👌🤝
Sofhan Is,1,CFSnya tolol2 semua gak kasih solusi punya kupon disc tapi pas di lakukan pembayar ada perubahan mendadak kupon disc gak bisa di gunakan
Joko Sutrisno,5,memudahkan belanja
Sopyan Suherman,5,baik
Kaplon El Real,1,"tolong diperbaiki lagi ekspedisi nya, masa paket ga jalan selama seminggu, komplain cs ga dibales apakah tanda"" akan bangkrut?"
fifak. id,4,"kenapa PKB kendaraan bermotor tidak bisa digunakan, sudah lebih 2 bulan ini tidak bisa cek karena selalu salah input, tolong diperbaiki"
m marcoo,5,mantap meennn
Ritno Mohama,1,tokopedia maling.. kembalikan saldo saya..
Muhamad Fakih,5,mantap
Leo AE,1,aplikasi ga jelas
Cs Sam,1,"Edan sekarang Tokopedia. Beli barang gak di kirim"", tanya penjual pihak kurir gak mau pick up. Dibatalkan penjual, sekarang malah saldo refund gak jelas. Udh 6jam+ belum sampai ke rek. Masa iya refund dana aja nunggu 24jam."
risky eka,5,bagus dan sangat menarik pelanggan
Fut Andoko,1,"beli token listrik hanya di tokped. baru hari ini keterangan masih diproses lama sekali. coba chat ke cs, di suruh nunggu 4 jam sambil di cek berulang. itu bukan solusi sih. mending cs ditiadakan sekalian."
abi ahmad,5,Oke juga Oke juga
Widi Bronson,5,oke sip
Keyla Sabrina Adzkia Keyla,1,Berbelit² pengajuan nya
Mandi Bola,5,"tidak kalah dengan toko sebelah,barangnya fresh"
fians online,1,Dulu saya membanggakan tokopedia. tapi skrg kalian sampah sejak gabung tiktok. gak bergunaa !!!
Riski 87,1,good bye Tokopedia. Pengajuan Pengembalian Repot.Padahal ajukan pengembalian karena barang ga sesuai. Padahal selama ini udah langganan belanja di Tokopedia. tapi pelayanan kalah sama shopee
Yusniati Jambak,5,Saya senang belanja di toko pedia. Apapun barang kita butuhkan ada. Kita belanja bisa belanja dengan mudah tampa harus keluar rumah
Japar Sidik,5,bagus
Pengguna Google,5,"Puas bgt belanja di tokopedia tolong bantuan nya dong sy mau bayar tagihan gopay pinjam di tokopedia kok gak bisa2 ya,error terus aplikasi nya knp ya?"
nank kene,4,"Fitur tanya di diskusi tidak bisa digunakan padahal sdh diupdate versi terbaru, 🤦"
Nor fandhoni,5,"Pelayanan sangat cepat dan akurat,"
Monica Sukmajati,1,"Giliran harga mahal bisa beli. Waktu harga ada diskon, diskonnya hilang untung ga kepencet beli"
Light Metta,1,downgrade masih bagus tokped yg dulu
Dicky Permana,1,"ini market place macam apa, buka website susah, topup gopay & perpanjang plus di aplikasi nga bisa kebuka muter terus..parah"
Mey mey,5,ok
Ijin Pakai,2,banyak boongnya tinggal nunggu ..gulung tikar aja ...bukan produk indonesia
yanti pang,2,bisa belanja pakai gopay coins tidak ??
Diana Paebesi,5,terbaik pokoknya
Aldi Leanardi,1,"Estimasi tiba 1-3 hari Sampe seminggu ajah ga nyampe nyampe, Bukan dari 1 paket doang,"
genyong ganyong (GG),1,"mau retur ribet, sulit berbelit belit. terlalu berpihak sama penjual. nomer resi pengiriman retur barang tidak langsung keluar. rentan kehilangan barang returan"
Ignasius Henricus,5,cuma satu kata : MUANTABS
Irma,5,Semoga dilancarkan
Nur Zaroh,5,good job
Hans Darmawan,5,Tokopedia terbaik dan terlengkap
YUNIAR WARUWU,5,semoga jadi tokoh yang terbaik.
Karsan Aja,5,sangat oke sekali
Om J,1,"Layan Refund ngak jelas, pengembalian paket sdh diterima oleh penjual lebih dari 24 jam.., sampai hari ini ngak jelas.. PARAH"
Akhmad Norrahim,1,"Sudah capek-capek cari barang, giliran mau check out ""Ada gangguan di Rumah Toped"""
chris panjaitan,5,bagus recomended
Hadiat Hadiat,5,Kenapa aplikasi tokopedis saya tidak bisa dibuka setelah saya up date aplikasi tokopedia ? Tolong dibantu. Terima kasih.
BASYIR FIRA,1,dari dulu belanja lewat app ini tp baru kali sy sangat kecewa banya toko yang bodong pengajuan komplain selalau bermasalah sampai batas waktu yg di tentukan jd selesai otomatis parah
Ketut Suardika,1,Sulit mengajukan pengembalian dana .. sudah jelas alasannya kesalahan penjual.. jangan lagi pake aplikasi ini .. mending shoope
reni indraswari,1,"Dulu ini menjadi aplikasi favorit saya, tp makin kesini makin buruk, pembatalan otomatis tidak berjalan sehingga saya hrs membatalkan secara manual, tp malah hrs nunggu 48 jam utk uang kembali, saya hrs menunggu respon dr penjual yg di chat aja gak ada responnya, cs juga jawabannya itu2 saja."
Miftahul Jannah,1,Ga lagi2 belanja ditokped now.. belanja 125.600 eh yg dateng cuma susu 4pcs seharga 8600 uda lama bgt datengnya blgnya 2jam sampe apaan 2hr sampenya.. akukan pengembalian dana lama bvt prosesnya.. gatau ini blm dibalik2in duit gua.. bikin nyesel dan ga lagi2 belanja disini
Menix Asro,1,bye bye. sebulan ini udah capek gada tanggapan.
Heny Rohaeni,5,sangat mudah dan praktis dan harga terjangkau
edi julianto,1,"sekarang aplikasinya berat jika di gunakan, untuk gratis ongkirnya mahal masih lbh murahh di tokoo orange,,"
Kim Yeontan,1,"JANGAN MAU DOWNLOAD APLIKASI INI, PENUH DENGAN PENIPU SAMA KALAU SEKALINYA UDAH DI TIPU DARI PIHAK TOKOPEDIA GAK NGELAKUIN APA APA. MANA AKUN SAYA KENA NONAKTIFKAN MANDIRI GAK JELAS BGT KOCAK MAU DI AKTIFKAN KEMBALI NGGA BISA JELEK APLIKASI JELEK JANGAN DI DOWNLOAD MALESSS MALESS"
Dian Permana,1,"Checkout d tokped lalu d batalkan toko, dana masuk ke saldo refund d potong 1.000 pas mau tarik ke rek awal kena lg potongan 2.900. pdhl bukan saya yg cancel pesanan tp uang potong. bukan masalah nominalnya sih tp kok aturannya tolol ya?? yg salah siapa yg rugi siapa."
Irfan Iskandar,5,aplikasi yg bagus..ditambah gampang dan dipermudah cara pembelanjaannya..semoga banyak diskon yang lebih menguntungkan buat para konsumen...
A. Asyariyanto,1,kok gak bisa transaksi atau beli barang ya
Naryoto Notock,5,ok
Hartoro Pribadi,1,"Setelah diakuidisi tik tok apk ini bukannya maju justru kelihatan kemunduran, entah disengaja atau gimana sih...."
Mohamad saiful Ridho,4,Terry Putri RT RRR r ma Rufee diwee DC iy rrr r RT. dxDeddy Mizwar
Arief Rahman,1,"Masalah tokped selalu dari jasa ekspedisi nya yg super lama, apalagi kalo dapet kurir rekomendasi SAPX, katanya rekomendasi tpi di kasih yg super lama,bikin males belanja lg di sini, dan anehnya msh d pake aja ekspedisi yg udh tau banyak di komplen, apalagi bntar lg bulan puasa pasti banyak yg blanja online, hari biasa aja lama apalagi ntar pas orderan banyak, bukannya di perbaiki sistem ekspedisi nya sekarang mlah ada lg multi kurir yg bikin paket di oper sana sini yg bikin paket muter"" ga jls"
Arjuna Goceng,1,"apps missing lots of features. no support....all bots. a loss-making company. was a unicorn, now just a corn"
adoel catalist,5,mantapszt..!!
Ahmad Fuad,5,ongkir lbh mahal dri barang yg dibeli
Agay Fadillah,3,"sekarang Tokopedia tidak seperti dulu, banyak para penjual yang melakukan penipuan,, tolong ditindak/di blok saja meresahkan"
Muhamad Soleh,5,mantap
Feby Maulana,5,ok sip aja
NAZ ORKUT,5,"ini gimana yah apk nya kok selalu realog padahal saya mau buka apk nya tapi malah realog berulang"" mohon di perbaiki lagi"
yovita ririn22,5,Every stuff sent with good packaging 👍😊🙂
Nott,5,ngelek
pratiwi laima,1,"promonya ga gedhe kyk sblmnya. dmaklumi. tp skrng potongan 20 rb aja susah dptny. dulu tiap bln psti ada, skrng free ongkos kudu langganan plus sbulan yg hrgnya mcekek 150rb. amsyong"
Bang budy,5,bagus
Musliah Idrus,5,"Aplikasi Tokopedia sangat bagus,luar biasa"
Asof Bardan,5,ok bagus
Andrik Lasmana,1,"pakai tokopedia seller sgt simpel, setelah gabung tiktok malah bikin bingung, info yg awalnya dipahami dgn mudah skrg dpt notif error terus, direfresh error,....."
Prastyo Wahyu Wibowo,1,akun Tokopedia saya kena moderasi/gak bisa buka kembali deh 😭😭 apakah saya melanggar peraturan ya 🤔 caranya bisa buka kembali GImana ya? 🤔 mungkin gak bisa
Rekomendasi anime SOL “Dari awal cuma itu terus” Bosen nih,4,aplikasi aswy... ganggu orang lagi push rank udah nonaktif notifikasi masih aja muncul.. emang 🗿 nih aplikasi
Sugi Saputra,5,sangat puas menggunakan aplikasi Tokopedia
Iim Masriah,5,semoga menjadi toko online terpercaya dan perbanyak lagi progam progam terbaru dan promonya
Feri Husni,3,"tolong lah kak dibalikin tampilan yg dulu lagi, sekarang fiturnya membingungkan"
Muhamad Chandra Pramuditiya,1,"Sangat tidak rekomendasi belanja di sini, hadehhh, mesen dari tanggal sekian sampe sekarang blm dikirim kirim juga, beda sama apk sebelah, mesen jam sekian langsung dikirim besoknya, beda sama di sini, sangat tidak rekomendasi 🤗🤗🤗🤗🥰🥰🥰🙏🙏🙏 bintang 1, langsung ku hapus apknya, yang penting dananya sudah di refund haha that's so funny"
Pilanduk Jambu,5,sangat rekomendasi
Thompelica Doang,1,padahal pengguna setia tokped tapi kali ini bener di bikin kesel sama Tokopedia care nya dana dibtahan tapi ga ngasih solusi dan ga mau bales chat....ga ngasih jawaban sama solusi mudah mudahan bintang 1 menjadi lebih baik lagi
wanin aja,3,sangat menyenangkan
zoe,1,error mulu
RYTRICOMP,1,"Ancur tokped sekarang, search barang keluarnya ngacak ga spesifik berantakan keluar barangnya, yang di cari apa yang keluar campur campur jadi nyusahin , UI UX nya udah ga nyaman sama sekali !!!!!"
Qwert Txy,2,dapetnya expedisi sampah trus
Dabo Ribo,5,"aku sudah kasih rating tertinggi di Tokopedia ini.., tapi kok gak ada ya diskon 'n Nya.., mengecewakan namun bikin nagih.. di tunggu selalu diskon besar nya.. terimakasih developer Tokopedia Dan reseller dropship Tokopedia jaya selalu 😉"
mang uho,5,semoga bermanpaat
Grodox King100,5,"sampai saat ini puas sekali,perbanyak bonus ya 👍👍👍"
yuda nugraha,2,"sesekali banget ada pot 15 ribu, dipakai tuh voucher,orang rumah pada belanja lah di tokped, ga taunya. banyak banget toko atau penjual yang ga jelas ditokped, beli barang, ga dikirim kirim chat ga ada yang dibalas. pembatalan nunggu 2 hari, Angus dah voucher, ga dikasih lagi. percepat pembatalan belanjanya ditokped, biar seperti olshop lain. jujur saja, di tokped jarang saya belanja. pembatalan pesanan susah alias lama. expedisi dapatnya si lambat terus lama sampai."
Aryawijaya Toto,5,good
reynaldi umaidi,1,aplikasi paling ribet dan menyusahkan bagi user khususnya penjual
Roy Sofyan,5,ok
Mahardika Milan,5,keren
loli lacur,1,"respon cs sangat lambat, bahkan terkesan sengaja menghambat hingga dana berhasil diambil penipu. padahal ada kasus penipuan dan pengambil alihan akun, dan kasus ini sudah segera dilaporkan dan pendapat nomer pengaduan, tetapi tindak lanjut berhari2 sampai lewat batas waktu dana berhasil ditarik penipu baru ada respon, itupun setelah dipancing2 sambil mengadukan nomer pengaduan yang dalam status proses"
Arnol Bandel,5,mantap
orang pagabut,5,mantap
Bae Haki,5,bagus
Vendi Kharsen,1,Knp skrang di tokopedia harga barangnya mahal2 dan ongkirnya pun mahal gak kayak apk sebelah yg byk diskon barang dan juga free ongkir
Permana Shidiq,1,"kocak anying ko bisa alamat kurang akurat, sama nomor telpon kecantum nomor lain padahal di akun udah ngetik nomor sendiri"
Rizal Alexandria,1,aplikasi busuk setelah update malah gk bisa log in
Dedy S Hsb,1,"aplikasi tokopedia makin aneh, mau lihat transaksi yg belum dibayar tidak bisa, bagaimana cara bayarnya kalau disembunyikan info transaksinya"
Adrian Shelby,1,sering keluar kaun mulu dah ngeselin anjir
Mahyu Darli,5,good
Riyan Putra Pratama,1,buruk
Jargyaza Jargy,5,sangat membantu saya belanja
Jams Jordison,1,"banyak bug, lagi checkout tiba tiba gangguan, udah cape cape nyari barang, barang yng udah di masukin keranjang sbelumnya malah ga ada, udh terlanjur cape nyari barang, trakhir pake tokped dah kalo bgini, pegel pake tokped, dah lah, bikin emosi"
wandi avr,5,"Tokopedia jangan tutup deh,udah bagus"
Roy Bernard,1,"Ini aplikasi gak beres, mengakibatkan kerugian. Niat belanja malah tertipu sistem aplikasinya. Proses Retur bermasalah, kurir tidak pickup. Duit pembeli diteruskan ke pihak penjual. Mudah²an bangkrut Tokopedia. Amin"
menggambar rumah,1,"Kupon ku 2,4 jt hilang"
Lily Whitecat,1,Karyawan toped indonesia udah dipecatin semua. Sekarang operasional Tokped dan Tiktokshop dikendalikan dari kantor ByteDance di Singapur dan China Mainland. Tujuan mereka beli tokped emang buat dimatiin dan cuma butuh legalitasnya doang.
Che Varasta,1,"banyak toko penipuan, dana refund yang di komplain belum kunjung kembali ke pembeli"
radika aditya,5,bisa beli ap king
Anwar Rahmat,5,"Alhamdulillah, belanja di Tokopedia sangat memuaskan"
Intan Eka Syaputri Djamaludin,1,"APLIKASI PENIPU DANA TERTAHAN 9JUTA KARENA PERUBAHAN NOMOR TELFON DITUNGGU 1 MINGGU LEBIH UNTUK KEMBALI KE SALDO. SUDAH KEMBALI TIDAK BISA DITARIK DITUNGGU LAGI HAMPIR SEMINGGU, TIBATIBA HARI INI DITAHAN ALASANNYA SAYA GANTI NOMOR TELFON. SAYA TIDAK ADA PERGANTIAN NOMOR TELFON. APLIKASI PENIPU"
YATMINTO “yatmin”,4,menu akun kurang jelas sehingga mau ganti pasword dan pin kebingungan nyarinya
Suhendra Atmaja,5,oke
Khoirul Akhmad Indra (Indra),3,"untuk setel lokasi kenapa ngeblank ya map nya, lokasinya gabisa di stel lewat lokasi saat ini apa, harus setting manual kan pIer bet"
Beni Susanto,1,"Saya kecewa, udah lama langanan tapi kali ini ada toko penipu yang mengirim barang tidak sesuai pesanan.."
Mila J. Baskoro,1,"Tolong untuk metode pembayaran ""bayar ditempat"" bisa diaktifkan agar lebih memudahkan konsumen yang ini menggunakan metode pembayaran ""bayar ditempat"" terima kasih."
Reza Susanto (Azer),5,mantap
Asmaul Maghfiroh,5,banyak yg gk bisa COD
Happy Salmon Channel,5,mantap
Zubair,1,bagus
Faisal Toretto,5,woi gimana caranya kan aku bocil jadi bintang 5 lagi
Samsul Bahri,1,"saran ga usah di kaitkan ke tiktok kalau mau buka toko, dah kaya daftar cpns tiktok seller susah bangat daftar doang kocak"
Batu Lesung,1,"Di platform ini ongkir terbilang sangat mahal, meskipun sudah pakai voucher gratis ongkir (nyatanya tidak gratis). Dan sekarang semenjak akuisisi TikTok Shop, Tokopedia Affiliate sudah tidak dihitung lagi ke dalam saldo affiliate, meskipun ada pembelian dengan link tersebut & melakukan koneksi dengan TikTok. Intinya semenjak itu Tokopedia sangat sampah, apalagi setelah PHK massal. Cukup kedua itu saja yang seharusnya diperbaiki (meskipun tidak akan pernah lagi)."
Reno Yudha Saputra,1,"Refund dananya lama banget hadeh, bintang satu attitude nol."
Yansa Saputra,1,aplikasi banyak bug dan berat. tidak jelas coba diperbaiki kalau mau naik bintangnya
PETRUS Hong,5,bagus
rizal efendi,3,min tombol batalkan pesanan di taro mana
Rian To,5,ribet
Sugiharto Hanum,5,barang barang kualified dan tepat waktu
araa klaten,1,pelayanan buruk banyak penipu d toped
Azizah Ramadhani,2,aku Maucekout ngak bisa terus katanya ada kendala tapi sebelum sebelum bisa
Sesko Saeran,5,ok
Maulida,1,"aplikasi teteng, klik apapun lelet kali"
Imel Happe,5,ok
stef leki,5,sangat baik
ali cilukbakekok,1,"langganan PLUS kok di berhentikan, ada apa ini saya cek out seperti biasa."
Asep Adam Herdiyana,1,Susah dibuka
Asep Vio,5,mantap
Nonton 21,5,jangan Pake Pengiriman JNT hapus kerjasamanya.....lelet banget....masih mending yang j lain lah
putra nugraha,5,Mantappppp.....
Aufaa Rachman,1,kenapa apl tokped lama2 sering error ya mau pilih pembayaran uda 24jam lbh aja gak bisa2 gimana mau belanja disini payah lama2 servernye jadi males dah sm tokped perbaikinlah segera biar belanja disini jd nyaman !!
Kur Niawan,2,knpa pengirimannya paket lelet sekali masa paket cod sj pesan pengirimannya mau 1bulan blom sampai juga status pengiramnya juga tdk apdet sm sekali
muchsin barakwan,1,masak beli tasbih harga seratus ribu di kirim yg harga 8 ribu tolong toko pedia buat dzikir loh ini sek di tipu
Ruti Yulianto,5,cepat dan mudah
BANG PHOY,3,pas bukak aplikasi langsung tuh di kasih roda putar beli satu barang dapat 500 ribu pas udah di beli langsung hilang kagak ada yg kata nya bonus rp 500 ribu penipu ini toped
Elias Uma,4,"sayangnya beberapa toko tidak menyediakan kurir JNE, malah menggunakan jasa JNT, yang mana pelayanan di wilayah NTT ( kab. Ngada) sangat buruk, masih mending kalau paketnya COD kalau yang pembayaran sudah lunas pasti kecewa bila paket tiba di kota tujuan malahan paketnya didiamin di gudang sampai 3 hari alhasil paket dikirim kembali ke pengirim. ketika ditanya kok bisa begini? (alasannya paket terlalu banyak/malas ngantarinnya) sudah kepotong biaya pengiriman, kepotong juga biaya pengembalian"
Hasyim Ashari,5,sangat membantu
matikan translate,3,"Ada 2 masalah yang saya temukan saat mengakses aplikasi tersebut, yaitu: 1. Pakai opsi Urutkan di bawah search bar tidak akurat malah mencari yang tidak sesuai dengan semua kata yang ada (bukan salah satu dari semua kata) di search bar. 2. Dulu bisa langsung masuk ke toko sesuai dengan kata yang saya ketik dalam search bar, sekarang malah harus lihat produk terlebih dahulu."
Local Guide Assistant (DTSC),3,"Ongkir makin mahal untuk pengiriman antar pulau, voucher promo sering tidak bisa digunakan, harga barang di Tokped kadang lebih mahal dari e-commerce sebelah padahal toko yang sama. Seller mulai pada kabur karena di Tokped lebih sepi pembeli."
tiyang alit,1,pesanan lebih sering gagal dikirim kapok belanja disini padahal duit dah masuk
Roes Laelani,5,mudah dn murah
Dianty Aprillian-ty,1,"gajelas ngasih promo gak jelas, gagal mulu tp gadikasih tau kenapanya kalo gak niat ngasih promo gausah"
Tutang Furqon,1,akun nya jelek tidak bisa singkron dgn google sama nomer wa
Alfiyya Tasbiha,5,baik
Sarah Quinsya Albantani,1,parah eror ga bs pasang produk ikln kenpa km harus di jual sih padhal aku sellu setia jualan di tokped skrang ga sperti dulu
Miftah Konsultan,4,bagus tapi terus tingkatkan
Dian Rosdiana,5,"Mending ngk usah di update deh,klo justru jadi ngk bisa masuk akun saya ."
Anbajingan,1,"sejak update saya sebagai pembeli semakin sulit mengubungi pihak cfs, biasanya cfs fast respon sekarang jadi slow banget"
Di Di,2,setelah diupdate aplikasi toped gak bisa dibuka kenapa?
Risal lukman -,5,memudahkan belanja berbagai barang dari luar kota maupun dalam kota😊🫰
Jamaris,5,Tokopedia oke
Isna Athiyah Rohmah,1,"penjualnya banyak penipu .. gambar beda ama yg dikirim , palsuu .. ada yg dikirim komponen nggak lengkap juga .. tp tokonya aman² aja nggak kena sanksi atau apa kek .. di filter napa .. toko yang ratingnya banyak bintang jeleknya di blokir aja udah .. biar kapok .."
