userName,score,content
Yuli indah95,5,ada voucher dan saya berterima kasih atas vc yg di berikan untuk pelanggan baru
Bintang suryamas 11 TKR 3,1,mahallll
Fahmi Khaira Ummatin,5,nice
adijulians Jaya13,5,mantap
keysa safira,5,mantap begitu bayar langsung muncul konfirmasi pembayaran telah diterima blibli.
Kiki (KIKI),1,"Uang refund aku udah 3 hari lebih belum dikembalikan, padahal kalo aplikasi oren atau hijau, proses refund uang cepet bgt, ini katanya harus nunggu 3 hari kerja, lah ini udah lebih, kocak"
Susi Susanti,5,"suka dapet diskon mayan bgt ,makasih blibli sering2 ya. moga sukses"
Sugi Heriyana,5,aplikasi yg bagus dan sangat menunjang untuk kebutuhan sehari hari
Entis Sutisna Wiranto,5,sangat memuaskan banyak diskon nya sangat di gebyar sekali endul terkendul kendul pokonya Blibli josss ahhhh
Erna wati Siagian,5,mantap banyak promo menarik
Dewi apriani Ani,4,lumayan dapat gratis
Nur Ainy Mas Urey,5,gilsss promoonya mantap
Fina Nuri Hastuti,1,"ga sesuai iklan yg pengajuan cepat limit besar, saya di tolak ngajuin paylater disini tolong jaga data saya!!!!"
Rizki Saputra,5,terimakasih diskon nya
Syari fatul1010,5,sangat puas
Aska Karniawati,1,ngadain promo ultah d jam 19.00 tapi voucher 20% gaib bgt. dan ga pernah dapet
JL RS,2,notifikasi promo sangat mengganggu dan tidak bisa langsung dihapus tanpa meng-klik iklan
Datuk Dahlan,4,cukup baik
Aldi Gumilang,4,mantul = mantap btuul
ANDIKA GILANG ADHIYAKSA,1,"lambat penaganan jelek paling parah ni shop mana refund uang lama gila, cs nya pake antrean ngartis bet ni apk mana ribet bnget"
Elia Nurhayati,5,ITS the best 👍🤲👍🤲
Achmad Tumedi Deday,5,proses mudah dan cepat
Si Nar,5,sangat memuaskan
Rdho Anshory,5,"banyak promo menarik, barang oriii"
akhmad syarief aziz,5,mudah di operasikan
Khandy Irawan,3,"payah paylaternya sudah mengenakan denda pd saya, padahal belum lewat dari jatuh tempo. awal juli, sue."
akhmad najib,5,mantaf👍👍👍🔥🔥
muhamad nurman,5,"ok,banget"
Faisal Wibisono,5,lumayan lebih murah
Wafi Andi,3,bru coba
Diah4918,5,Pengen belanja disini karena lebih murah dari tetangga tapi produknya kurang lengkap
RiRuN STUDIO_,5,memang terbaik👍👍👍👍👍
Cookies Face,5,sayaaaa seneng bingittt belanja diblibli..teruain ya bbyakin promo2 diskonnya
Uus Rusmana,5,bagus bisa membantu kebutuhan
IKHSAN KURNIAWAN,4,mantap
Surahmin surahmin,1,pesen dah 5 hari mlh duitnya di balikin unistal aja
Frans Jesaya Samosir,1,"saya order barang helm, saya tidak ada cancel order, saya cek status orderan kok cancel, saya minta refund ke blibli, sudah 2 hari saya minta refund 1 Hari ada 4 x saya chat bliblicare, hasil nya gk ada, uang saya lenyap begitu aja, barang saya gk ada Terima, uang hilang, jgn belanja di blibli, penipu rata 2 toko nya."
amiyana dewi,5,baik
Mukayyif,5,service nya bagus app mudah di gunakan
Febrianti sweety,1,"aku mau beli kebaya disini apk blibli aja susah banget, msk gak bisa di byr, sdgkn kebayanya cuma bisa di order lwat sini lagi kesal sekali apk apa ini"
Priestya Dewi,5,keren
Sayyidina Muhammad,1,iklane Blibli ganggu mending nek gawe iklan video AE dari pada cuman gambar tanda silange nek pojok sisian rak ISO dipincet
Lizzy 888,4,"produk asli, pengiriman cepat ✌️"
Bani Ajan,5,bagus lengkap
Lyric Zone,5,nice app
Tono artono,5,gampang dan praktis
Giri Prayitno,5,belinya aman dan nyaman
kali bata,5,"BLIBLI emang punya ekspidisi sendiri , karna saya mantan kurir blibli"
Abdul Aziz,5,Barang selalu ori dan murah
SAID_IBM Official,5,mantapp!!!
Fitri Yani,5,mantap deh promonya
Hamdani,1,anj notifnya ngagetin banget auto uninstal bikin malu cuk
Akhmad Syarief,5,mantappp
Lucky chanel,1,"Aplikasi sudah terkenal dan sudah lama pesan barang toko belum proses resi belum muncul tidak bisa batalkan muncul notifikasi gangguan cobalagi dicoba berulang² kali jeda beberapa menit beberapa jam tetap tidak bisa, chat cs pembayaran Qris tidak bisa dibatalkan, Kaya pemula banget batalkan doang apa susahnya jika tidak bisa mngembalikan saldo Qris bisa masukan kesaldo blipay, aplikasi lain bisa batalkan pesanan jika belum muncul resi bahkan sudah muncul resi bisa dibatalkan juga"
Irene Awuy,1,"parah semua promo dan vocher selalu di cancle, pake vocher BCA dicancle, vocher referal cancle vocher toko cancle paraaaahhh"
Progres Tales,1,sistem nya aneh setiap mau batalkan pesanan sistem eror mulu
Maria Lovelove,1,"Ribet banget kalau mau tanya produk dibliblu,, bertele tele,,, trus yg jawab bukan brand langsung tapi cs blibli,, jadi a u a u jawabnya,, capek ngetiknya,,ribet daah"
DIDIK UTOMO,5,banyak promo gais
pudin saepudin,5,mudah dan bagus productnya
Naura Inata,4,"harusnya bintang 5,tp sekarang pengiriman lama,g Kya dlu cepet .bahkan sdh d gudang..tdk d antar2 🥺, tolong pengiriman lebih baik lagi🙏"
julia hotman,5,"proses sangat mudah dan cepat, tidak ribet, mudah dan lengkap, memudahkan kalau sdh lansia dan gaptek seperti saya 😆"
M ivan zannuar,1,"biaya admin/komisi sangat tidak masak akal masak pesanan produk 79rb potongan nya sampai 8,327 rupiah.sangat tidak rekomen"
Indrasana Karjono,5,Mantap Blibli
Pengguna Google,4,puas
Toni De Rozari,5,barang original dan sangat membantu
Deni Desi,5,free download blibli: shopping
Rare Odesa,1,Tukar tambah area semarang tidak bisa
Kai Marcko,5,"mudah digunakan, dan gampang prosesnya"
Manisa WhajaSahron,1,lihat influencer yg memviralkan customer dipukul oleh pihak store dan Blibli tidak ada sedikitpun membantu customer itu....
kheisya,1,"Bali barang pake pay later pas di cancel ga balik lagi limitnya bilangnya udah balik pas di cek gaada, di suruh tunggu 10 hari sm adminnya tapi ttp ga balik"
Jav Corp,1,"Sudah loginnya dipersulit, dari apk dialihkan ke web. pembayarannya juga ribet, pake ewallet akunnya harus sama dgn nmr yang pas daftar akun bb."
ILKA NK,1,super jelek
umi farida,5,mantul
Shohibul Ihsani,1,"ongkir terlalu mahal padahal pengiriman dekat,gk bisa ambil ditempat"
Guruh Aji,1,saya menyesal belanja lewat blibli.. paket nyasar dan blibli care tidak solutif serta menyalahkan pembeli
Geral Darmawan,5,gooodddd
Lim Ming Tjin,5,mantap ngak ribet saya suka sekali siip semoga lancar
Kodrat Alam,1,gila penarikan dana dari bliblipay nya lama bener.... gk kebayang kalo bliblipay jadi e-wallet wah kacau
christ dharmawangca,5,i like it...
Aghitsna Akmala,4,mantap yang penting amanah dan murah
Didi Junaedi,5,"tampilannya bagus, belanja jadi lebih mudah."
Muhammad Mahmudin,1,ribet ngajuin paylater nya padahal sudah saya buat sesuai ketentuan. dn itu juga pakai nomor perusahaan yg sesuai yltapi ga bisa aneh
aan nur efendi,5,sipppp
Rokuzen,5,"easy to use,,good benefit"
Alfan Fatwa,5,mantap lebih satset daripada shopee
Syarifudin Arief,5,mantap
Adul Gani,5,banyakin cashback
Diyani Islamiyati,1,"Sistem refund harus hold dulu, aplikasi sering error"
Nur Komar,4,uji coba dulu
Abdu Rohman,5,"sangat memuaskan , akan belanja selalu di Blibli"
Johnyko RFP,1,"APK Gembel,Top Up Token Pln Dari Pagi Udah Mau Sore Ga Masuk2...duit udah dipotong 👎🏻"
Muh Syarif,5,good
Helmi Firdaus,5,mantap 🔥🔥🔥🔥🔥
Indah Oktaviani,5,bekerja dan cari uang
SUN _BRIGHT,5,mantab Lah beli beli ..mutu terjamin..tingkatkan terus
Farhat Kadafi,1,parah tidak bisa COD
Agus RI,3,bìntang 3 aja dlu krn baru pesen
Renaldi Revan,5,Marahal barangna moal payu lah aplikasi kieu patut mah
Har Yono,5,mantap betulll
Ruli Faisal,5,good app. pakai cc blibliXbca ada cashback terus
taufiq _z,5,top bgt
Aliman Nugraha,5,Blibli mantap betul
Zaga Hendrik,5,keren
Mantri Urban,1,BAD bad Bad
Putra Indonesia,5,"bermanfaat, mudah digunakan dan menyenangkan berbelanja di blibli"
Orang,1,banyak yg rugi di sini
rahmat iy,5,Blibli ok.
Imad Kamasan,1,apk gjls
Wanda Putri,1,"bli bli pelit voucher pengguna baru, masa selalu habis terus, ga seperti platform lain begitu setelah daftar langsung bisa pakai voucher promo pengguna baru😪"
roronoa zoro,1,"Bintang 1 aja dulu, kecewa banget! ada notif promo diskon 50% dengan metode pembayaran bliblipaylater, jadi antusias tuh. Pengajuan bliblipaylater harus upgrade bliblipay dulu, dan untuk upgrade bliblipay harus memiliki rekening blu, mulai mumet tuh. Daftar rekening blu sangat ribet tapi akhirnya selesai, buka bliblipay juga sudah, tapi setelah mengajukan bliblipaylater ""Pengajuan ditolak"" dengan alasan lokasi belum termasuk jangakauan layanan. HEBAT!"
Dhatin Ifadha,5,ok
Moh Anandaapathan,5,keren pokoknya
Bunda Anna,5,mantap
indra walangantu,1,selisi harga sama orens dan hijau lumayan jau
Ghabuds Official,5,Joss banget
ahmad arafat,5,good
AZIS 4215,5,cukup bagus dengan harganya
mama komisah,1,"anjir iklan yg suka muncul ganggu bgt LG lihat YouTube tik tok mun cul mulu,dah download harganya ga da yg murah, ga da yg diskon dh gue coba"
acep supriyatna,5,👍
Enca Hmm,5,ok
Punk Galery,1,"BUSUK BANGET. USER BARU, TAPI KODE PROMO PENGGUNA BARU GA BISA DIPAKAI. BAD BANGET 👎👎👎"
Phang Bui Fung Bui Fung,5,hebat
Domi Lenamah,5,baik baik saj
sigit harianto,5,ok
Deddy Tarmono,1,"Saya lihat ada Promo festival 14 , Minyak Goreng Sania 2 Royale 1 Dus harganya 218.025 lalu saya checkout harganya menjadi 231.500. Bgmana sihh nih Blibli, pada saat checkout knp langsung berubah harganya? tidak sesuai promo festival 14. Aneh Blibli ini"
Adolf Pradipta,1,"awas beli barang di blibli dianiaya entar,check kasus penganiayaan pihak blibli ke costumer, tersebar di internet beritanya. #boikotblibli"
Andika Mukti,5,mantap
Heriadi ADi,4,masih newbi... wait n' see bagaimana selanjutnya dan kedepannya
Mia Nurmiati,5,sangat membantu
vani lpc,5,suka sih appnya rapi dan simpel. pengiriman nya cepet banget.. 😆
Sup Arman,1,"aplikasi pembohong,dapet cashback tapi gk caer gk bkln mau pake app ini"
Haris Harpindo,5,apps andalan
alexander syarif,5,👍🏻
Litha Netta,1,"proses pengembalian dananya ribet, kalau toko sebelah pembatalan di approve dana langsung kembali..kl di Blibli, entahlah.."
Ardi Alcore,5,mantappp betul
luki darussalam,5,"tks blibli, semoga semakin berkembang dan terpercaya. ."
EL Zozo,5,mantul aplikasi nya
Mazimron Mazimron,5,bangus
Bumi Adhyastha,1,harus lebih bisa menghargai pelanggan.
Ninik Syafa'atun,1,"APLIKASI ANEHHH, MAU BELI BARANG AJA DIBATALIN TERUS. JADI MALES BELANJA DISINI."
Kekius Maximus,5,ui / ux nya top 🚀
adi sucipto,1,gak usah di instal mereka menegament penganiayaan
Taromi Sugih,5,mantap
Conner Wright,1,buat apa ngasih promo klo kaga bisa di pake !!!! sue udah bela belain download
Rienaldy Kurniawan Aulia Suahono,1,e commerce yang gamau tanggung jawab mending uninstall aja.
Dian Nexus,1,pertama kali beli di blibli udah kena tipu 2jt lebih. beli hp A16 krn hp yg saat ini dipakai sdh hampir 5th & tombol suara sdh rusak. di saat pengiriman tgl 9 juni 2025 datang 3 barang dan salah satunya dr blibli. paket yg dari blibli sy buka paling akhir. pas unboxing paket 1&2 saya video dan paket tanpa masalah. meskipun beli dari toko yg bukan official store. nah. paket yg dari blibli ini sy buka terlbh dahulu tnpa video. saat cek isinya ternyata di isi TEH KOTAK. ngk lagi beli disini
Azkha Faturrohman,5,Mantaop bLibLi
Ahmad Rizki,1,pelayanan buruk
Panji Pinandito,4,bintang 4 dulu ya
Mister CeeL,4,josss
Arek Tobat,5,juoosss
Anggreani Yuliawati,5,bagus banget appnya
Muhammad Syafi'ie,5,Aplikasi nya user friendly. Gak ribet. Mantap betulll.
Mafrukhin,1,"pesanan di batalkan, karena tiba² seller bilang stock kosong. dan dana refund harus di tunggu 1-3 hari. e-commerce macam apa yang menyusahkan pembeli. mau checkout barang lain yang di tahan. parah!!"
Bhat Bhecc,5,mantap
Meddy Saputra,1,"nggak jadi instal, rencana Mai beli hp di bli2 ehh lihat fidio kastemer yg di aniaya di dalam toko bli2 stor. seburuk itu ternyata pelayanannya"
Lagos Latif,1,pelayanan buruk setelah liat kasus orang yang di aniya ya di store nya blibli
Henri,1,kacau pelayanannya saran aja jangan pake ini
Greg Hasan,5,good
Tika Atmadja,1,"pelayan burukkk, pengiriman lamaaa... mengecewakan jngan pernah deh belanja d blibli mending d toko orange"
ios ios,1,"saya kasih bintang satu dulu tokonya lama,mau di cancel gak bisa di chat juga tokonya slow respon"
moh hidayat17,5,mantul
Intan Rohimatunisa,5,MANTAPP
Muhamad Tahjudin,1,toko nya banyak yg ga jelasssss tiba2 di batalin sendiri bagusan apk sebelah
Tuti Virgo,1,hp rusak bnyk iklan
Fahry tegar Pramana,1,uang saya tidak bisa ditarik kembali saat di tarik malah saldo saya hilang!!!
Denafa Amelia ulfa,5,mantap pokonya wajib download
Cipul Gemes,1,iklan trs kenapa
Raez.G vlog,1,store aplikasi penipuan hati hati sudah ada korban BLIBLI
