label,content
positif,pengiriman cepat dan bisa di cek dulu sebelum bayar. itu yg aku suka
negatif,pelayanan jlk dan masalah yg di laporkan tidak di tangan dengan baik tidak ada pemecahan masalah yg baik.
positif,mudah cari barang
positif,aplikasi tanpa ada toko dan penjual kw pelayanan toko dan penjual reaksinya cepat tanggap yang paling penting aplikasi nya tanpa penjual dan toko bodong yang menjual barang bagus datang nya barang gak jelas
positif,Sesuai dengan apa yang di iklankan
negatif,habis d update kok malah lemot 🙃
positif,Sangat terbantu
positif,brngnya murah dan terjangkau pengbaliannya mudah
negatif,"pengiriman nya kagak jelas, njing di tunda² mulu"
positif,sangat berguna
positif,is the bhess
positif,"mantap, gratongnya ga abis abiss"
positif,baik
positif,bagus
netral,👍
positif,aplikasi ini sangat membantu segalah urusan bisnis kecil saya terimakasih shopee
netral,👍👍👍👍👍
positif,Bagus
positif,keren
positif,Senang belanja diShopee.
positif,oke
positif,mempermudah mendapatkan yg di cari
positif,bagus
positif,mantap
positif,sangat membantu
netral,"min tolong di respon soal akun shopee tidak bisa vermuk, masa iya muka sendiri gak bisa vermuk"
positif,"akhir nya Spaylater saya kembali bisa di gunakan,terimakasih atas semua kebijakan Shopee.. sehat² semua,sukses untuk kalian 🙏"
positif,"sangat membantu, baik untuk berbelanja maupun menghasilkan uang"
positif,Bagus saya suka 👍
positif,👍ok
positif,bagus
negatif,knp aplikasi shopee di perbaharui makin susah utuk akses game ya sdh di bersihkan clear cacha y msh susah di buka utk game ya
positif,semenjak ada shoope mau cek out barang paket datang selalu amanah dengan sellernya dan fitur COD sehingga memudahkan pembayaran cash. Untuk kedepannya pihak shopee tambahkan lagi yah pembayaran pakai aplikasi dana sehingga memudahkan pembayaran selain seabank dsb terimakasih shopee Indonesia👏
positif,bagus dan menarik
negatif,lelet
positif,murah murah lengkap
positif,mantab
netral,"saran saya sebelum kalian mau cod , sebelum mau checkout , alangkah baiknya kalian liat komen di setiap toko , itu aja sih"
positif,"barangnya bagus-bagus, dan pengiriman tepat sesuai."
negatif,padahal setiap bulan belanja kurang lebih 20 paket tapi spinjam tidak bisa digunakan anehh
positif,Bagus
netral,"check in nonton videonya cuma dapat 1 rupiah, kalo 1 minggu cuma dapat 7 rupiah. kenapa ya ?"
positif,mantap
positif,mantep
positif,"Barangnya banyak.pilihan, dan harganya cukup terjangkau juga sy praktis belinya"
netral,"cuman satu sih komentar aku,, alang kah bagus nya jika barang sampai, kurir nya atau pengantar barang nya chat dulu biar kita bisa nungu di rumah ajah gitu loe yaaa"
positif,"aplikasinya bagus, apalagi Cod cek dulu, sehingga buyernya tidak mudah tertipu"
negatif,SISTEM PENYELESAIAN KEMBALIAN BARANG & DANA TIDAK BECUS
positif,belanja jdi makin gampang dann mudah
positif,"Belanja makin mudah, smoga mnjadi berkah."
negatif,saldo Shopee pay cukup tapi tidak bisa bayar katanya saldo kurang. woiii
positif,Bagus
positif,bagus
positif,mantap banyakin lagi diskon nya
positif,sangat Agus sekali
positif,Oke punya
positif,lope lope bgt sama aplikasi iniiiiiii
netral,"shoppy lumayan bisa membantu untuk mencari kebutuhan sehari hari, belum bisa komen banyak karena belum lama bergabung, semoga bisa terus meningkatkan pelayanan, kepuasan pelanggan adalah nilai untuk anda!!!"
positif,sangat bagus dan membantu
netral,"udah lama g pake shopee gara2 udah nyampe ke kota tujuan, dikirim ke rumah bs seminggu lebih ato 2 minggu kemudian, tolong perbaiki pengirimannya"
negatif,semakin jelek dan banyak iklan gak jelas
positif,100% gratis ongkir... pengiriman paling cepat di shopee🤩
positif,bagus
netral,semakin jaya shopee
positif,memuaskan
negatif,kok punya saya gak bisa buka buat belanja di malesia
netral,"PC . ,,"
positif,"selama saya beli dishopee ndak ada kendala ,smoga shopee kedepannya tambah maju dan suksses"
positif,bagus
positif,sangat membantu
positif,best
negatif,"saya membeli voucher di aplikasi ini namun voucher tersebut tidak dapat digunakan, rugi uang dan klaim malah di tolak,segala upaya sudah saya coba lakukan dengan tim cs shopee namun tidak sesuai dengan yang di harapkan, semoga uangnya berkah aja ya shopee.. kapok pake apk orange ini"
positif,barang murah dan sesuai harapan
netral,harus bijak dalam menggunakan shopee ya temann temann semuanyaa😘
negatif,kurirnya ngga ada yg benar
positif,menantu aplikasi nya
netral,😜
positif,sangat membantu dalam pencarian produk..
positif,bagus berguna ..setiap belanja online sekarang saya hanya di shopee
netral,tarima kasih
positif,bagus solusi belanja hemat dan murah
positif,belanja yang rekomended murah murah barang bagus tetap jaga kepercayaan masyarakat gan buat para pecinta shopee. kurir nya Joss Joss cepat pengiriman nya. thank you shopee 🥰
positif,"banguuusss pake bingit, jangan ragu, di coba aja dulu"
positif,sangat memuaskan dan barang2 pun sesuai dengan yg di pesan
