label,content
negatif,"aplikasi dg pelayanan pengaduan terburuk. tidak ada cs hanya ada chat bot, yg isinya hanya gimick. disaat terjadi penipuan oleh toko di platform app tidak ada tindak lanjut. kalah sama app orange shopee"
negatif,"Aplikasi tidak kayak dulu gampang dibuka, agak lemot apalagi kalau buka gambar produk lama sekali..."
positif,aplikasi sangat tidak aman buat penjual juga buat pembeli.hati2 jika barang tdk sampai atau rusak atau hilang d expedisi pnjual gak akan dapat uang nya dan pembeli gak daoat barang nya ..apliksi canti aman murah dan banyak gratis ongkur cuman shopi
negatif,Beli paket... udah nunggu nunggu... paketnya malah balik lagi ke penjual.... kurir gratisnya (ID exspress) mengecewakan...... Harusnya Tokopedia ga kerjasama dengan ekspedisi ga profesional kaya gini
netral,banget oke
netral,pas di dlm keranjang barang diskon 50% dari harga aslinya..karna ada kupon..pas di bayar eh malah muncul seperti jaringan tidak stabil..dan pas di ulangin lagi malah muncul saya sudah mencoba 3x kupon..dan harganya normal lagi..aneh
netral,Thx toped sdh Turut memajukan ecomerce indonesia.
negatif,reapon tokopedia care lama solusi tidak terselesaikan beda dengan toko oren untuk retur barang lama bgt
negatif,"tokopedia sekarang kenapa sih, bugnya ngeselin banget masa search untuk di toko ga bisa maksimal kepakenya, padahal yang diketik udah bener malah bisa dibilang ga ada produknya, kecewa banget padahal udah dari lama pake tokopedia"
negatif,"Bagaimana ToPed sekarang,Pengiriman barangnya Tidak Tepat Waktu,Menu Di Proses dan Di Kirim juga Tidak Ada Keterangannya, Parah. Sangat Tidak Recomended !!!!!!!"
netral,"ini knp menentukan titik lokasi maps nya ngaco dah, bolak balik kelempar ntah kmn, udah pakai GPS juga masih aja ngawur. kasian kurir nya Krn salah titik maps dan bisa berpotensi salah rumah"
netral,jelak
negatif,"di bilangin update tkped pasti error dan malah fiturnya tambh rumit, admin ndablek....😩"
negatif,pemotongan biaya dari hasil penjualan terlalu besar . lama lama rugi
netral,MEMUDAHKAN SAYA UNTUK BELANJA ONLINE
negatif,"pengajuan komplain susah ribet ... pada hal jelas barang pembelian 3 yg dikirim 2 dan bukan barang yg dipesan,dan banyak toko penipu"
negatif,makin gabung ama tiktok makin tolol...masak akun gw yg lagi proses transaksi malah tiba² keluar trus pas login ulang semua stts transaksi hilang...tolol banget
positif,"cukup baik, dan masih lancar tanpa kendala"
negatif,kecewa
positif,baik
negatif,shopee nomor satu bangkrut aja tokopedia
positif,bagus
positif,ok
positif,Ok.. Bagus Hanya Saja Apk Ini Sangat Berat Jika Terlalu Lama Dipakai Dibandingkan Apk Lain.
positif,banyak bug nya seperti gambar produk yang tidak ada padahal jaringan internet saya lancar tolong di perbaiki
netral,lumayan
positif,Mantap deh Tokopedia + Gopay sekarang ini.!! 👍😃
positif,sangat mudah dan cepat
netral,"kenapa semenjak tokopedia gabung ama tiktok, jualan makin sulit dan ribet, padahal dengan adanya Tokopedia sangat terbantu dan dipermudah, namun sejak gabung ama tiktok makin gak bisa jualan karena makin ribet, mending kembali seperti semula min."
netral,bakk
netral,toko pedia memang rekomen untuk belanja
negatif,TOPED SEKARANG BNYAK ERORNYA MENDING PINDAH SOPEE
positif,bisa terbantu oleh Tokopedia
netral,Update terus ya bund
positif,ok lebih praktis
negatif,"sudah milih banyak produk lebih dari 10 produk mau di checkout tb tb ""masalah pada rumah tokopedia"". barang yg udh di cari cari lama ilang semua dari kranjang, terus seringkali udh co tb tb ilang juga karena masalah voucher ga berlaku. kalo ga berlaku ga usah di tampilin. barang lengkap tapi systemnya kurang oke."
positif,so far Mantap
netral,Event spin scam doang‼️
netral,tiga dulu
netral,"Dulu tokopedia sering banyak voucher dan diskon tapi sekarang malah banyak biaya"" Admin lain nya, sekarang jd mikir"" Dulu mau blanja di tokped"
negatif,"saya membatalkan pembelanjaan, uang 2 juta belum bisa kembali, tidak ada nomor verifikasi WA atau SMS, b gagal terus dicoba berkali-kali"
netral,okay banget
positif,ok
netral,Nice... good jobs👍👌🤝
negatif,CFSnya tolol2 semua gak kasih solusi punya kupon disc tapi pas di lakukan pembayar ada perubahan mendadak kupon disc gak bisa di gunakan
netral,memudahkan belanja
positif,baik
negatif,"tolong diperbaiki lagi ekspedisi nya, masa paket ga jalan selama seminggu, komplain cs ga dibales apakah tanda"" akan bangkrut?"
negatif,"kenapa PKB kendaraan bermotor tidak bisa digunakan, sudah lebih 2 bulan ini tidak bisa cek karena selalu salah input, tolong diperbaiki"
positif,mantap meennn
netral,tokopedia maling.. kembalikan saldo saya..
positif,mantap
netral,aplikasi ga jelas
netral,"Edan sekarang Tokopedia. Beli barang gak di kirim"", tanya penjual pihak kurir gak mau pick up. Dibatalkan penjual, sekarang malah saldo refund gak jelas. Udh 6jam+ belum sampai ke rek. Masa iya refund dana aja nunggu 24jam."
positif,bagus dan sangat menarik pelanggan
negatif,"beli token listrik hanya di tokped. baru hari ini keterangan masih diproses lama sekali. coba chat ke cs, di suruh nunggu 4 jam sambil di cek berulang. itu bukan solusi sih. mending cs ditiadakan sekalian."
netral,Oke juga Oke juga
netral,oke sip
negatif,Berbelit² pengajuan nya
positif,"tidak kalah dengan toko sebelah,barangnya fresh"
negatif,Dulu saya membanggakan tokopedia. tapi skrg kalian sampah sejak gabung tiktok. gak bergunaa !!!
negatif,good bye Tokopedia. Pengajuan Pengembalian Repot.Padahal ajukan pengembalian karena barang ga sesuai. Padahal selama ini udah langganan belanja di Tokopedia. tapi pelayanan kalah sama shopee
positif,Saya senang belanja di toko pedia. Apapun barang kita butuhkan ada. Kita belanja bisa belanja dengan mudah tampa harus keluar rumah
positif,bagus
positif,"Puas bgt belanja di tokopedia tolong bantuan nya dong sy mau bayar tagihan gopay pinjam di tokopedia kok gak bisa2 ya,error terus aplikasi nya knp ya?"
negatif,"Fitur tanya di diskusi tidak bisa digunakan padahal sdh diupdate versi terbaru, 🤦"
positif,"Pelayanan sangat cepat dan akurat,"
netral,"Giliran harga mahal bisa beli. Waktu harga ada diskon, diskonnya hilang untung ga kepencet beli"
positif,downgrade masih bagus tokped yg dulu
negatif,"ini market place macam apa, buka website susah, topup gopay & perpanjang plus di aplikasi nga bisa kebuka muter terus..parah"
positif,ok
netral,banyak boongnya tinggal nunggu ..gulung tikar aja ...bukan produk indonesia
netral,bisa belanja pakai gopay coins tidak ??
positif,terbaik pokoknya
netral,"Estimasi tiba 1-3 hari Sampe seminggu ajah ga nyampe nyampe, Bukan dari 1 paket doang,"
netral,"mau retur ribet, sulit berbelit belit. terlalu berpihak sama penjual. nomer resi pengiriman retur barang tidak langsung keluar. rentan kehilangan barang returan"
positif,cuma satu kata : MUANTABS
netral,Semoga dilancarkan
netral,good job
positif,Tokopedia terbaik dan terlengkap
positif,semoga jadi tokoh yang terbaik.
netral,sangat oke sekali
negatif,"Layan Refund ngak jelas, pengembalian paket sdh diterima oleh penjual lebih dari 24 jam.., sampai hari ini ngak jelas.. PARAH"
negatif,"Sudah capek-capek cari barang, giliran mau check out ""Ada gangguan di Rumah Toped"""
positif,bagus recomended
netral,Kenapa aplikasi tokopedis saya tidak bisa dibuka setelah saya up date aplikasi tokopedia ? Tolong dibantu. Terima kasih.
negatif,dari dulu belanja lewat app ini tp baru kali sy sangat kecewa banya toko yang bodong pengajuan komplain selalau bermasalah sampai batas waktu yg di tentukan jd selesai otomatis parah
netral,Sulit mengajukan pengembalian dana .. sudah jelas alasannya kesalahan penjual.. jangan lagi pake aplikasi ini .. mending shoope
negatif,"Dulu ini menjadi aplikasi favorit saya, tp makin kesini makin buruk, pembatalan otomatis tidak berjalan sehingga saya hrs membatalkan secara manual, tp malah hrs nunggu 48 jam utk uang kembali, saya hrs menunggu respon dr penjual yg di chat aja gak ada responnya, cs juga jawabannya itu2 saja."
negatif,Ga lagi2 belanja ditokped now.. belanja 125.600 eh yg dateng cuma susu 4pcs seharga 8600 uda lama bgt datengnya blgnya 2jam sampe apaan 2hr sampenya.. akukan pengembalian dana lama bvt prosesnya.. gatau ini blm dibalik2in duit gua.. bikin nyesel dan ga lagi2 belanja disini
netral,bye bye. sebulan ini udah capek gada tanggapan.
positif,sangat mudah dan praktis dan harga terjangkau
netral,"sekarang aplikasinya berat jika di gunakan, untuk gratis ongkirnya mahal masih lbh murahh di tokoo orange,,"
negatif,"JANGAN MAU DOWNLOAD APLIKASI INI, PENUH DENGAN PENIPU SAMA KALAU SEKALINYA UDAH DI TIPU DARI PIHAK TOKOPEDIA GAK NGELAKUIN APA APA. MANA AKUN SAYA KENA NONAKTIFKAN MANDIRI GAK JELAS BGT KOCAK MAU DI AKTIFKAN KEMBALI NGGA BISA JELEK APLIKASI JELEK JANGAN DI DOWNLOAD MALESSS MALESS"
negatif,"Checkout d tokped lalu d batalkan toko, dana masuk ke saldo refund d potong 1.000 pas mau tarik ke rek awal kena lg potongan 2.900. pdhl bukan saya yg cancel pesanan tp uang potong. bukan masalah nominalnya sih tp kok aturannya tolol ya?? yg salah siapa yg rugi siapa."
positif,aplikasi yg bagus..ditambah gampang dan dipermudah cara pembelanjaannya..semoga banyak diskon yang lebih menguntungkan buat para konsumen...
netral,kok gak bisa transaksi atau beli barang ya
positif,ok
netral,"Setelah diakuidisi tik tok apk ini bukannya maju justru kelihatan kemunduran, entah disengaja atau gimana sih...."
netral,Terry Putri RT RRR r ma Rufee diwee DC iy rrr r RT. dxDeddy Mizwar
netral,"Masalah tokped selalu dari jasa ekspedisi nya yg super lama, apalagi kalo dapet kurir rekomendasi SAPX, katanya rekomendasi tpi di kasih yg super lama,bikin males belanja lg di sini, dan anehnya msh d pake aja ekspedisi yg udh tau banyak di komplen, apalagi bntar lg bulan puasa pasti banyak yg blanja online, hari biasa aja lama apalagi ntar pas orderan banyak, bukannya di perbaiki sistem ekspedisi nya sekarang mlah ada lg multi kurir yg bikin paket di oper sana sini yg bikin paket muter"" ga jls"
netral,"apps missing lots of features. no support....all bots. a loss-making company. was a unicorn, now just a corn"
positif,mantap!!!
netral,ongkir lbh mahal dri barang yg dibeli
negatif,"sekarang Tokopedia tidak seperti dulu, banyak para penjual yang melakukan penipuan,, tolong ditindak/di blok saja meresahkan"
positif,mantap
positif,ok sip aja
netral,"ini gimana yah apk nya kok selalu realog padahal saya mau buka apk nya tapi malah realog berulang"" mohon di perbaiki lagi"
positif,Every stuff sent with good packaging 👍😊🙂
netral,ngelek
negatif,"promonya ga gedhe kyk sblmnya. dmaklumi. tp skrng potongan 20 rb aja susah dptny. dulu tiap bln psti ada, skrng free ongkos kudu langganan plus sbulan yg hrgnya mcekek 150rb. amsyong"
positif,bagus
positif,"Aplikasi Tokopedia sangat bagus,luar biasa"
positif,ok bagus
netral,"pakai tokopedia seller sgt simpel, setelah gabung tiktok malah bikin bingung, info yg awalnya dipahami dgn mudah skrg dpt notif error terus, direfresh error,....."
netral,akun Tokopedia saya kena moderasi/gak bisa buka kembali deh 😭😭 apakah saya melanggar peraturan ya 🤔 caranya bisa buka kembali GImana ya? 🤔 mungkin gak bisa
netral,aplikasi aswy... ganggu orang lagi push rank udah nonaktif notifikasi masih aja muncul.. emang 🗿 nih aplikasi
positif,sangat puas menggunakan aplikasi Tokopedia
netral,semoga menjadi toko online terpercaya dan perbanyak lagi progam progam terbaru dan promonya
netral,"tolong lah kak dibalikin tampilan yg dulu lagi, sekarang fiturnya membingungkan"
netral,"Sangat tidak rekomendasi belanja di sini, hadehhh, mesen dari tanggal sekian sampe sekarang blm dikirim kirim juga, beda sama apk sebelah, mesen jam sekian langsung dikirim besoknya, beda sama di sini, sangat tidak rekomendasi 🤗🤗🤗🤗🥰🥰🥰🙏🙏🙏 bintang 1, langsung ku hapus apknya, yang penting dananya sudah di refund haha that's so funny"
netral,sangat rekomendasi
positif,padahal pengguna setia tokped tapi kali ini bener di bikin kesel sama Tokopedia care nya dana dibtahan tapi ga ngasih solusi dan ga mau bales chat....ga ngasih jawaban sama solusi mudah mudahan bintang 1 menjadi lebih baik lagi
netral,sangat menyenangkan
negatif,error mulu
netral,"Ancur tokped sekarang, search barang keluarnya ngacak ga spesifik berantakan keluar barangnya, yang di cari apa yang keluar campur campur jadi nyusahin , UI UX nya udah ga nyaman sama sekali !!!!!"
negatif,dapetnya expedisi sampah trus
negatif,"aku sudah kasih rating tertinggi di Tokopedia ini.., tapi kok gak ada ya diskon 'n Nya.., mengecewakan namun bikin nagih.. di tunggu selalu diskon besar nya.. terimakasih developer Tokopedia Dan reseller dropship Tokopedia jaya selalu 😉"
positif,semoga bermanpaat
positif,"sampai saat ini puas sekali,perbanyak bonus ya 👍👍👍"
negatif,"sesekali banget ada pot 15 ribu, dipakai tuh voucher,orang rumah pada belanja lah di tokped, ga taunya. banyak banget toko atau penjual yang ga jelas ditokped, beli barang, ga dikirim kirim chat ga ada yang dibalas. pembatalan nunggu 2 hari, Angus dah voucher, ga dikasih lagi. percepat pembatalan belanjanya ditokped, biar seperti olshop lain. jujur saja, di tokped jarang saya belanja. pembatalan pesanan susah alias lama. expedisi dapatnya si lambat terus lama sampai."
positif,good
netral,aplikasi paling ribet dan menyusahkan bagi user khususnya penjual
positif,ok
positif,keren
negatif,"respon cs sangat lambat, bahkan terkesan sengaja menghambat hingga dana berhasil diambil penipu. padahal ada kasus penipuan dan pengambil alihan akun, dan kasus ini sudah segera dilaporkan dan pendapat nomer pengaduan, tetapi tindak lanjut berhari2 sampai lewat batas waktu dana berhasil ditarik penipu baru ada respon, itupun setelah dipancing2 sambil mengadukan nomer pengaduan yang dalam status proses"
positif,mantap
positif,mantap
positif,bagus
negatif,Knp skrang di tokopedia harga barangnya mahal2 dan ongkirnya pun mahal gak kayak apk sebelah yg byk diskon barang dan juga free ongkir
negatif,"kocak anying ko bisa alamat kurang akurat, sama nomor telpon kecantum nomor lain padahal di akun udah ngetik nomor sendiri"
netral,aplikasi busuk setelah update malah gk bisa log in
negatif,"aplikasi tokopedia makin aneh, mau lihat transaksi yg belum dibayar tidak bisa, bagaimana cara bayarnya kalau disembunyikan info transaksinya"
negatif,sering keluar kaun mulu dah ngeselin anjir
positif,good
negatif,buruk
positif,sangat membantu saya belanja
negatif,"banyak bug, lagi checkout tiba tiba gangguan, udah cape cape nyari barang, barang yng udah di masukin keranjang sbelumnya malah ga ada, udh terlanjur cape nyari barang, trakhir pake tokped dah kalo bgini, pegel pake tokped, dah lah, bikin emosi"
positif,"Tokopedia jangan tutup deh,udah bagus"
negatif,"Ini aplikasi gak beres, mengakibatkan kerugian. Niat belanja malah tertipu sistem aplikasinya. Proses Retur bermasalah, kurir tidak pickup. Duit pembeli diteruskan ke pihak penjual. Mudah²an bangkrut Tokopedia. Amin"
negatif,"Kupon ku 2,4 jt hilang"
negatif,Karyawan toped indonesia udah dipecatin semua. Sekarang operasional Tokped dan Tiktokshop dikendalikan dari kantor ByteDance di Singapur dan China Mainland. Tujuan mereka beli tokped emang buat dimatiin dan cuma butuh legalitasnya doang.
negatif,"banyak toko penipuan, dana refund yang di komplain belum kunjung kembali ke pembeli"
netral,bisa beli ap king
positif,"Alhamdulillah, belanja di Tokopedia sangat memuaskan"
negatif,"APLIKASI PENIPU DANA TERTAHAN 9JUTA KARENA PERUBAHAN NOMOR TELFON DITUNGGU 1 MINGGU LEBIH UNTUK KEMBALI KE SALDO. SUDAH KEMBALI TIDAK BISA DITARIK DITUNGGU LAGI HAMPIR SEMINGGU, TIBATIBA HARI INI DITAHAN ALASANNYA SAYA GANTI NOMOR TELFON. SAYA TIDAK ADA PERGANTIAN NOMOR TELFON. APLIKASI PENIPU"
netral,menu akun kurang jelas sehingga mau ganti pasword dan pin kebingungan nyarinya
positif,oke
netral,"untuk setel lokasi kenapa ngeblank ya map nya, lokasinya gabisa di stel lewat lokasi saat ini apa, harus setting manual kan pIer bet"
negatif,"Saya kecewa, udah lama langanan tapi kali ini ada toko penipu yang mengirim barang tidak sesuai pesanan.."
netral,"Tolong untuk metode pembayaran ""bayar ditempat"" bisa diaktifkan agar lebih memudahkan konsumen yang ini menggunakan metode pembayaran ""bayar ditempat"" terima kasih."
positif,mantap
netral,banyak yg gk bisa COD
positif,mantap
positif,bagus
netral,woi gimana caranya kan aku bocil jadi bintang 5 lagi
negatif,"saran ga usah di kaitkan ke tiktok kalau mau buka toko, dah kaya daftar cpns tiktok seller susah bangat daftar doang kocak"
negatif,"Di platform ini ongkir terbilang sangat mahal, meskipun sudah pakai voucher gratis ongkir (nyatanya tidak gratis). Dan sekarang semenjak akuisisi TikTok Shop, Tokopedia Affiliate sudah tidak dihitung lagi ke dalam saldo affiliate, meskipun ada pembelian dengan link tersebut & melakukan koneksi dengan TikTok. Intinya semenjak itu Tokopedia sangat sampah, apalagi setelah PHK massal. Cukup kedua itu saja yang seharusnya diperbaiki (meskipun tidak akan pernah lagi)."
negatif,"Refund dananya lama banget hadeh, bintang satu attitude nol."
negatif,aplikasi banyak bug dan berat. tidak jelas coba diperbaiki kalau mau naik bintangnya
positif,bagus
netral,min tombol batalkan pesanan di taro mana
negatif,ribet
netral,barang barang kualified dan tepat waktu
negatif,pelayanan buruk banyak penipu d toped
netral,aku Maucekout ngak bisa terus katanya ada kendala tapi sebelum sebelum bisa
positif,ok
netral,"aplikasi teteng, klik apapun lelet kali"
positif,ok
positif,sangat baik
netral,"langganan PLUS kok di berhentikan, ada apa ini saya cek out seperti biasa."
negatif,Susah dibuka
positif,mantap
netral,jangan Pake Pengiriman JNT hapus kerjasamanya.....lelet banget....masih mending yang j lain lah
positif,Mantappppp.....
negatif,kenapa apl tokped lama2 sering error ya mau pilih pembayaran uda 24jam lbh aja gak bisa2 gimana mau belanja disini payah lama2 servernye jadi males dah sm tokped perbaikinlah segera biar belanja disini jd nyaman !!
negatif,knpa pengirimannya paket lelet sekali masa paket cod sj pesan pengirimannya mau 1bulan blom sampai juga status pengiramnya juga tdk apdet sm sekali
negatif,masak beli tasbih harga seratus ribu di kirim yg harga 8 ribu tolong toko pedia buat dzikir loh ini sek di tipu
positif,cepat dan mudah
negatif,pas bukak aplikasi langsung tuh di kasih roda putar beli satu barang dapat 500 ribu pas udah di beli langsung hilang kagak ada yg kata nya bonus rp 500 ribu penipu ini toped
negatif,"sayangnya beberapa toko tidak menyediakan kurir JNE, malah menggunakan jasa JNT, yang mana pelayanan di wilayah NTT ( kab. Ngada) sangat buruk, masih mending kalau paketnya COD kalau yang pembayaran sudah lunas pasti kecewa bila paket tiba di kota tujuan malahan paketnya didiamin di gudang sampai 3 hari alhasil paket dikirim kembali ke pengirim. ketika ditanya kok bisa begini? (alasannya paket terlalu banyak/malas ngantarinnya) sudah kepotong biaya pengiriman, kepotong juga biaya pengembalian"
netral,sangat membantu
negatif,"Ada 2 masalah yang saya temukan saat mengakses aplikasi tersebut, yaitu: 1. Pakai opsi Urutkan di bawah search bar tidak akurat malah mencari yang tidak sesuai dengan semua kata yang ada (bukan salah satu dari semua kata) di search bar. 2. Dulu bisa langsung masuk ke toko sesuai dengan kata yang saya ketik dalam search bar, sekarang malah harus lihat produk terlebih dahulu."
negatif,"Ongkir makin mahal untuk pengiriman antar pulau, voucher promo sering tidak bisa digunakan, harga barang di Tokped kadang lebih mahal dari e-commerce sebelah padahal toko yang sama. Seller mulai pada kabur karena di Tokped lebih sepi pembeli."
negatif,pesanan lebih sering gagal dikirim kapok belanja disini padahal duit dah masuk
positif,mudah dn murah
negatif,"gajelas ngasih promo gak jelas, gagal mulu tp gadikasih tau kenapanya kalo gak niat ngasih promo gausah"
negatif,akun nya jelek tidak bisa singkron dgn google sama nomer wa
positif,baik
negatif,parah eror ga bs pasang produk ikln kenpa km harus di jual sih padhal aku sellu setia jualan di tokped skrang ga sperti dulu
positif,bagus tapi terus tingkatkan
netral,"Mending ngk usah di update deh,klo justru jadi ngk bisa masuk akun saya ."
negatif,"sejak update saya sebagai pembeli semakin sulit mengubungi pihak cfs, biasanya cfs fast respon sekarang jadi slow banget"
negatif,setelah diupdate aplikasi toped gak bisa dibuka kenapa?
positif,memudahkan belanja berbagai barang dari luar kota maupun dalam kota😊🫰
positif,Tokopedia oke
negatif,"penjualnya banyak penipu .. gambar beda ama yg dikirim , palsuu .. ada yg dikirim komponen nggak lengkap juga .. tp tokonya aman² aja nggak kena sanksi atau apa kek .. di filter napa .. toko yang ratingnya banyak bintang jeleknya di blokir aja udah .. biar kapok .."
positif,mantap
positif,mantap
negatif,"ini aplikasi kenapa, banyak yang tidak bisa di akses, ingin cek saldo yang di tarik tidak bisa, sumpah semenjak gabung sama toktok, makin menurun kualitasnya, makin tidak jelas arahnya, makanya sebelah makin besar"
negatif,pelayanannya jelek
positif,murah dan bagus tokopedia mantaap
negatif,suka ngefreeze setelah update
negatif,"knp di hp saya aplikasinya error mu yah, setiap pas mau lanjut beli *ada gangguan d rumah Tokopedia coba lagi*"
positif,good... very thank's you dear
