label,content
positif,bagus...pengiriman so faster...
negatif,"masih banyak toko-toko gelap, potensi penipuan"
negatif,"lazada memang ngak jelas,hampir semua pedagang didalamnya,,penipu semua...mmaf untuk pengembang,kami hanya meluapkan,rasa kekecewan kami."
positif,baik
positif,Selama ini lazada tidak mengecewakan.semoga kedepannya lebih baik untuk menutup toko yg penipu. lebih banyak promo terutama gratis ongkir semoga lebih banyak lagi
negatif,ongkir nya mahal
negatif,paketnya kagak ada jangan beli disini
positif,mantap
positif,sangat mudah berbelanja d Lazada tidak sulit
positif,barang ok
netral,banyakin Rp 0 biar terus belanja di lazada
negatif,belanja di lazada kurang memuaskan banyak juga oknum2 penipu' jika membeli dngan sistem cod' dan banyak yang fake older ' tidak ada kejelasan buat konsumen jika terkena penipuan dalam cod lazada tidak bisa bantu apa2 ' cuman narasi narasi saja/ ibarat kotak saran
netral,seharusnya di adakan fitur cek paket sebelum sampai ke lokasi tujuan penerima saya kena scam 2 kali di aplikasi ini
negatif,"aplikasi brengsek, sampah tidak tanggung jawab"
positif,mudah
positif,mantap
netral,maksimalkan gratis ongkir nya bos kuh
positif,info jelas dan produk yg bagus.👍
positif,suka bangtz Barang nya jos
positif,sangat baik
positif,Bagus
negatif,"masa pembayaran via dana atau bri tidak ada,,mau bayar lazbon ribettt"
positif,saya sangat puas🙏😇 trimakasi
positif,mntappp
negatif,"bertahun2 bahkan 2 akun saya selalu belanja,tpisemakin lama berlangganan,pelayanan lazada semakin membuat kecewa,klu selalu dalam keterlambatan kemungkinan harus coba belanja ke toko lain sajalah,saya mau lihat dalam 1 bulan ini,krn udah beberapa kali belanja tiba2 rerurn,kurir minta tambah ongkir,terlambat mulu,tolong diperbaikilah biar saya bs puas dgn pelayanan,krn saya jarang pakai voucher loch,"
negatif,lazada haram GK usah ko banyak iklan
netral,jangan lupa ya KK kunci l bunga nya yang tekiro
negatif,barang telat.kirim dari subang ke bandung kenapa lewat cirebon kan aneh.udah gitu di cirebon diem disitu 3 hari.apakah dari cirebon ke bandung selama itu perjalananya? sebagai catatan itu expedisinya ninja
positif,produk bgus hrga mrah...
negatif,Susah kali kek babi untuk pengembalian dana
negatif,lazada.tolong perhatikan penjualan tidak sesuai item dan judul.penjual tidak sesuai etalase.
negatif,"hati2,banyak seller yg nipu di aplikasi ini,saya sendiri yg jadi korban"
negatif,lazada sudah tidak aman lagi
negatif,dari tahun ke tahun semakin buruk saja pelayanannya.dibandingkan brand sebelah
negatif,layanan lambat pengiriman bertele tele bikin pusing saja
positif,harga yang merakyat barang rasa pejabat
positif,good
netral,elfcavu.melati
negatif,"Kecewa,,,,,"
netral,pesan saya cuman minta barang yang sesuai kita pesan
negatif,halaman laz koin kenapa akhir ini eror terus tidak bisa dibuka
positif,saya suka belanja di lazada karena banyak diskonnya
negatif,iklan lu di YouTube sangat menggangu ajg
positif,ok banget dah
positif,belanja d lajada barangnya ok 👍👍👍
positif,suka
negatif,"lazada sekarang mutu pelayanan ribet, dulu pesan barang dari Lazada bisa COD atau bayar ke kurir.. sekarang bayar sebelum barang datang.. sekarang ada pilih cara pembayaran , percuma pilihan gak bisa dipilih.. lazada asuuuu!!!! 🤬"
positif,top
positif,terima kasih Saya berbelanja lebih mudah
negatif,"cukup sekali beli di lazada, gak lagi lagi deh"
positif,lebih murah hemat tampa ongkir pula
positif,aplikasi bagus
negatif,saya edit ya untuk ulasannya untuk belanja di lazada semua pengalaman yang baik mulai dari harga ongkir dll. tapi yang saya sesalkan adalah untuk yang pengiriman melalui ekpedisi ninjavan sangat lama dan apakah data pelanggan bocor atau bagaimana. sehari saya dapat WA 4 nomor tak di kenal bilang paket tertukar tidak bisa di kirim di suruh screenshot riwayat pesanan dll. yang ujung²nya di suruh scan barcode dan ternyata di suruh membayar. ini sangat mengganggu sekali ya. tolong di tindaklanjuti
positif,good belanja lebih mudah dn hemat waktu..
negatif,"Kebanyakan animasi,, aplikasi nya agak berat legg ,, parahhh"
positif,bgus
positif,Lazada makin oke
netral,yu om yuu di ulu i love you UU u want to search the sp di k ko ini om mo
negatif,"sejauh ini cuma lazada aplikasi e-commerce yg sellernya kebanyakan scammer (penipu), saran gw sih mending lo perketat sitem pendaftaran biar seller nakal atau scammer ini banyak berkurang"
negatif,"aplikasi jelek, org gaada yg co tiba” udh ada keterangan dikirim, udh gitu iklan kucai ga dipencet tiba” ke aplikasi"
positif,"selalu banyak promo dan banyak pilihan toko..lebih teliti lagi Gan,..suka kliru karena murah"
positif,gooood
positif,bagus
negatif,belanja di lazada sekarang. mahal. dah mah faylater nyh. ga berguna. sekark pindah lah ke tikotok aga miring harga nyh
negatif,kena tipu uang tidak bisa kembali ke rekening gitu kok ratingnya tinggi barang pesanan tidak datang
positif,mantap
positif,bagus banget
positif,mantap
positif,"belanja online di lazada mudah dan banyak promo dan bisa di tambah koin, semoga lazada tetap jaya"
positif,wow ternyata diskonnya besar-besaran 🙏🙏😊😊😊😊😊😊😊😊😊👍👍👍👍👍👍👍
negatif,"Tolong lah perbaiki ekspedisi, lama banget ga sampai-sampai kalo tau gini mending beli di apk sebelah"
negatif,kenapa lazada tidk ada COD cek dulu
positif,senang belanja di lazada
positif,sangatlah membantu saya dalam membeli/berbelanja online
positif,baik
netral,ulasan bersifat publik serta menyertikkan infonya dan perangkat
netral,terimakasih
netral,jagan pernah putus tetaplah bersatu
positif,bagus ..pertahankan pelayanan yang terbaik
positif,belanja di lazada enak banyk pilihan mantap
positif,baik👍
positif,lengkap dan terpercaya
positif,flatfom yang menawarkan harga jual termurah.. mantap lazada.. 👍
netral,menycoba
positif,"Aplikasinya bagus & cukup ringan dijalankan meski device hanya dg RAM 2GB, pelayanannya juga baik. Terima kasih banyak Lazada Indonesia"
positif,"Voucher Dan Lazreward Sangat Menarik Sekali Untuk Potongan Belanja, Terima Kasih."
positif,sangat puas buat berbelanja
positif,ok
negatif,"aplikasi uda gak jelas,berpihak sama penjual yang penipu,kecewa"
positif,top
positif,ok
positif,ok...
negatif,"sebenernya apk ini bagus, tapi kalo nemu iklan apk lazada di apk lain beeeh nyebelin bngt pdhl ga sentuh apa"" tb tb masuk ke apk lazada"
netral,semoga ini bukan penipuan
netral,♥️💕😊
positif,sangat ngebantu top banget
negatif,belanja ribet ya cuma di lazada
netral,"baru pesan barang,,mudah2 sesuai gambar"
positif,"lazada mantap, nyaman, aman & terpercaya..."
negatif,debt Collectornya ngeri di sini. di teror terus sampe keluar kebun binatang
netral,"𝙲𝚊𝚛𝚊,𝙱𝚊𝚝𝚊𝚕𝚔𝚊𝚗 𝙿𝚎𝚗𝚐𝚊𝚓𝚞𝚊𝚗 Lazbon 𝙻𝚊𝚗𝚜𝚞𝚗𝚐 Hubungi O𐌇2l𝟳𝟳𐌇𐌇𝟯𝟱𐌇𝟰"
negatif,saya beli secara COD saja! kirim secara qrist tidak tahu caranya. SELAIN COD PEMBELIAN BATAL!
positif,mantap sekali
netral,"sy harap untuk slanjutnya jgn banyak iklan nya, mksh."
negatif,lazada plis dh apus aja expedisi ninja sumpah pengiriman ny lelet bgt gagal pengiriman terus pdhl brng udh sampe mana gk ada no kurir gk bsa hbungi kurirny
negatif,"2x kena orderan fiktif , pdahal tidak merasa pesann. ada CO pesanan 2x dengan barang yamg sama , tetapi beda akun. tolong di tingkatkan lagi untuk kemanan sistemnya."
negatif,"kenapa akun gua di banned, padahal baru buat baru"
negatif,"apk ganggu bgst, di aplikasi mana pun iklan nya lu mulu anying"
positif,"lazada memang paling yang paling terbaik, semoga makin sukses, makin banyak pengguna, dan makin gampang dapat vouchernya, best of the best😍😍😍"
negatif,orang buka website malah kesini 🤮
netral,amanah
