label,content
negatif,gila penarikan dana dari bliblipay nya lama bener.... gk kebayang kalo bliblipay jadi e-wallet wah kacau
positif,i like it...
positif,mantap yang penting amanah dan murah
positif,"tampilannya bagus, belanja jadi lebih mudah."
negatif,ribet ngajuin paylater nya padahal sudah saya buat sesuai ketentuan. dn itu juga pakai nomor perusahaan yg sesuai yltapi ga bisa aneh
positif,sipppp
positif,"easy to use,,good benefit"
positif,mantap lebih satset daripada shopee
positif,mantap
netral,banyakin cashback
negatif,"Sistem refund harus hold dulu, aplikasi sering error"
netral,uji coba dulu
positif,"sangat memuaskan , akan belanja selalu di Blibli"
negatif,"APK Gembel,Top Up Token Pln Dari Pagi Udah Mau Sore Ga Masuk2...duit udah dipotong 👎🏻"
positif,good
positif,mantap 🔥🔥🔥🔥🔥
netral,bekerja dan cari uang
positif,mantab Lah beli beli ..mutu terjamin..tingkatkan terus
negatif,parah tidak bisa COD
netral,bìntang 3 aja dlu krn baru pesen
negatif,Marahal barangna moal payu lah aplikasi kieu patut mah
positif,mantap betulll
positif,good app. pakai cc blibliXbca ada cashback terus
positif,top bgt
positif,Blibli mantap betul
positif,keren
negatif,BAD bad Bad
positif,"bermanfaat, mudah digunakan dan menyenangkan berbelanja di blibli"
negatif,banyak yg rugi di sini
positif,Blibli ok.
negatif,apk gjls
negatif,"bli bli pelit voucher pengguna baru, masa selalu habis terus, ga seperti platform lain begitu setelah daftar langsung bisa pakai voucher promo pengguna baru😪"
negatif,"Bintang 1 aja dulu, kecewa banget! ada notif promo diskon 50% dengan metode pembayaran bliblipaylater, jadi antusias tuh. Pengajuan bliblipaylater harus upgrade bliblipay dulu, dan untuk upgrade bliblipay harus memiliki rekening blu, mulai mumet tuh. Daftar rekening blu sangat ribet tapi akhirnya selesai, buka bliblipay juga sudah, tapi setelah mengajukan bliblipaylater ""Pengajuan ditolak"" dengan alasan lokasi belum termasuk jangakauan layanan. HEBAT!"
positif,ok
positif,keren pokoknya
positif,mantap
negatif,selisi harga sama orens dan hijau lumayan jau
positif,Joss banget
positif,good
positif,cukup bagus dengan harganya
negatif,"anjir iklan yg suka muncul ganggu bgt LG lihat YouTube tik tok mun cul mulu,dah download harganya ga da yg murah, ga da yg diskon dh gue coba"
netral,👍
positif,ok
negatif,"BUSUK BANGET. USER BARU, TAPI KODE PROMO PENGGUNA BARU GA BISA DIPAKAI. BAD BANGET 👎👎👎"
positif,hebat
positif,baik baik saj
positif,ok
negatif,"Saya lihat ada Promo festival 14 , Minyak Goreng Sania 2 Royale 1 Dus harganya 218.025 lalu saya checkout harganya menjadi 231.500. Bgmana sihh nih Blibli, pada saat checkout knp langsung berubah harganya? tidak sesuai promo festival 14. Aneh Blibli ini"
negatif,"awas beli barang di blibli dianiaya entar,check kasus penganiayaan pihak blibli ke costumer, tersebar di internet beritanya. #boikotblibli"
positif,mantap
netral,masih newbi... wait n' see bagaimana selanjutnya dan kedepannya
positif,sangat membantu
positif,suka sih appnya rapi dan simpel. pengiriman nya cepet banget.. 😆
netral,"aplikasi pembohong,dapet cashback tapi gk caer gk bkln mau pake app ini"
positif,apps andalan
netral,👍🏻
negatif,"proses pengembalian dananya ribet, kalau toko sebelah pembatalan di approve dana langsung kembali..kl di Blibli, entahlah.."
positif,mantappp betul
positif,"tks blibli, semoga semakin berkembang dan terpercaya. ."
positif,mantul aplikasi nya
positif,bangus
negatif,harus lebih bisa menghargai pelanggan.
negatif,"APLIKASI ANEHHH, MAU BELI BARANG AJA DIBATALIN TERUS. JADI MALES BELANJA DISINI."
positif,ui / ux nya top 🚀
negatif,gak usah di instal mereka menegament penganiayaan
positif,mantap
negatif,buat apa ngasih promo klo kaga bisa di pake !!!! sue udah bela belain download
negatif,e commerce yang gamau tanggung jawab mending uninstall aja.
negatif,pertama kali beli di blibli udah kena tipu 2jt lebih. beli hp A16 krn hp yg saat ini dipakai sdh hampir 5th & tombol suara sdh rusak. di saat pengiriman tgl 9 juni 2025 datang 3 barang dan salah satunya dr blibli. paket yg dari blibli sy buka paling akhir. pas unboxing paket 1&2 saya video dan paket tanpa masalah. meskipun beli dari toko yg bukan official store. nah. paket yg dari blibli ini sy buka terlbh dahulu tnpa video. saat cek isinya ternyata di isi TEH KOTAK. ngk lagi beli disini
positif,Mantaop bLibLi
negatif,pelayanan buruk
netral,bintang 4 dulu ya
netral,josss
netral,juoosss
positif,bagus banget appnya
positif,Aplikasi nya user friendly. Gak ribet. Mantap betulll.
negatif,"pesanan di batalkan, karena tiba² seller bilang stock kosong. dan dana refund harus di tunggu 1-3 hari. e-commerce macam apa yang menyusahkan pembeli. mau checkout barang lain yang di tahan. parah!!"
positif,mantap
negatif,"nggak jadi instal, rencana Mai beli hp di bli2 ehh lihat fidio kastemer yg di aniaya di dalam toko bli2 stor. seburuk itu ternyata pelayanannya"
negatif,pelayanan buruk setelah liat kasus orang yang di aniya ya di store nya blibli
negatif,kacau pelayanannya saran aja jangan pake ini
positif,good
negatif,"pelayan burukkk, pengiriman lamaaa... mengecewakan jngan pernah deh belanja d blibli mending d toko orange"
negatif,"saya kasih bintang satu dulu tokonya lama,mau di cancel gak bisa di chat juga tokonya slow respon"
positif,mantul
positif,MANTAPP
negatif,toko nya banyak yg ga jelasssss tiba2 di batalin sendiri bagusan apk sebelah
negatif,hp rusak bnyk iklan
negatif,uang saya tidak bisa ditarik kembali saat di tarik malah saldo saya hilang!!!
positif,mantap pokonya wajib download
negatif,iklan trs kenapa
negatif,store aplikasi penipuan hati hati sudah ada korban BLIBLI
